Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Jarrett Allen,26,CLE,C,18,18,534,108,157,.688,0,0,,108,157,.688,.688,51,68,.750,45,154,199,33,17,21,18,20,267,0,,jarrett-allen,499,27.7,0.93,29.7,25.9
Javonte Green,31,NOP,SG,18,8,430,42,96,.438,14,40,.350,28,56,.500,.510,24,28,.857,17,42,59,14,20,10,9,23,122,0,,javonte-green,193,10.7,0.45,23.9,4.8
Jaxson Hayes,24,LAL,C,10,1,175,24,34,.706,0,0,,24,34,.706,.706,15,19,.789,19,27,46,9,3,9,6,27,63,0,,jaxson-hayes,97,9.7,0.55,17.5,5.4
Jay Huff,26,MEM,C,18,1,269,61,110,.555,31,68,.456,30,42,.714,.695,19,25,.760,10,36,46,14,6,27,10,22,172,0,,jay-huff,233,12.9,0.87,14.9,11.2
Jaylen Brown,28,BOS,SF,14,14,510,120,273,.440,35,105,.333,85,168,.506,.504,75,98,.765,20,73,93,61,16,6,34,41,350,0,,jaylen-brown,451,32.2,0.88,36.4,28.5
Jaylen Martin,21,BRK,SF,2,0,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,1,3,0,,jaylen-martin,2,1.0,0.67,1.5,0.7
Jaylen Nowell,25,NOP,SG,8,0,168,26,73,.356,8,27,.296,18,46,.391,.411,7,11,.636,6,14,20,18,1,4,8,9,67,0,,jaylen-nowell,93,11.6,0.55,21.0,6.4
Jaylen Wells,21,MEM,SG,18,13,461,80,176,.455,34,86,.395,46,90,.511,.551,24,32,.750,15,42,57,32,6,5,21,28,218,0,,jaylen-wells,269,14.9,0.58,25.6,8.7
Jaylon Tyson,22,CLE,SG,8,1,70,9,20,.450,3,9,.333,6,11,.545,.525,2,4,.500,6,10,16,9,3,0,5,11,23,0,,jaylon-tyson,35,4.4,0.5,8.8,2.2
Jayson Tatum,26,BOS,PF,18,18,654,161,357,.451,72,193,.373,89,164,.543,.552,117,146,.801,8,140,148,105,25,10,51,47,511,0,,jayson-tatum,701,38.9,1.07,36.3,41.7
Jazian Gortman,21,DAL,PG,3,0,10,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,1,0,1,0,0,0,1,0,3,0,,jazian-gortman,3,1.0,0.3,3.3,0.3
JD Davison,22,BOS,PG,3,0,14,1,4,.250,0,2,.000,1,2,.500,.250,1,2,.500,0,1,1,1,1,0,4,1,3,0,,jd-davison,1,0.3,0.07,4.7,0.0
Jeenathan Williams,25,HOU,SG,3,0,10,3,4,.750,1,2,.500,2,2,1.000,.875,0,0,,0,3,3,0,1,0,0,0,7,0,,jeenathan-williams,11,3.7,1.1,3.3,4.0
Jeff Dowtin,27,PHI,PG,8,0,80,6,19,.316,1,8,.125,5,11,.455,.342,3,4,.750,2,6,8,9,3,0,1,5,16,0,,jeff-dowtin,30,3.8,0.38,10.0,1.4
Jeff Green,38,HOU,PF,7,0,40,7,13,.538,3,8,.375,4,5,.800,.654,0,0,,0,4,4,1,2,0,2,2,17,0,,jeff-green,20,2.9,0.5,5.7,1.4
Jerami Grant,30,POR,PF,18,18,582,93,243,.383,40,115,.348,53,128,.414,.465,63,77,.818,7,54,61,39,17,19,26,40,289,0,,jerami-grant,359,19.9,0.62,32.3,12.3
Jeremiah Robinson-Earl,24,NOP,PF,18,4,375,51,112,.455,16,47,.340,35,65,.538,.527,20,23,.870,42,52,94,21,12,1,17,25,138,0,,jeremiah-robinson-earl,224,12.4,0.6,20.8,7.4
Jeremy Sochan,21,SAS,PF,7,7,205,44,86,.512,3,12,.250,41,74,.554,.529,17,25,.680,17,37,54,21,7,3,16,21,108,0,,jeremy-sochan,156,22.3,0.76,29.3,17.0
Jericho Sims,26,NYK,C,17,1,230,16,23,.696,0,0,,16,23,.696,.696,1,3,.333,26,44,70,10,3,8,8,27,33,0,,jericho-sims,89,5.2,0.39,13.5,2.0
Jett Howard,21,ORL,SF,18,0,183,27,68,.397,19,54,.352,8,14,.571,.537,2,2,1.000,6,17,23,8,1,6,6,17,75,0,,jett-howard,90,5.0,0.49,10.2,2.5
Jevon Carter,29,CHI,PG,7,0,41,6,19,.316,4,13,.308,2,6,.333,.421,0,0,,1,4,5,5,3,0,2,1,16,0,,jevon-carter,26,3.7,0.63,5.9,2.4
Jimmy Butler,35,MIA,PF,10,10,316,62,119,.521,3,14,.214,59,105,.562,.534,65,85,.765,29,28,57,50,14,4,17,15,192,0,,jimmy-butler,285,28.5,0.9,31.6,25.7
Jock Landale,29,HOU,C,13,0,144,20,44,.455,3,6,.500,17,38,.447,.489,9,17,.529,20,25,45,13,2,6,5,13,52,0,,jock-landale,100,7.7,0.69,11.1,5.3
Joe Ingles,37,MIN,SF,7,0,26,0,2,.000,0,2,.000,0,0,,.000,0,0,,2,0,2,9,0,0,1,5,0,0,,joe-ingles,5,0.7,0.19,3.7,0.1
Joel Embiid,30,PHI,C,4,4,125,22,58,.379,3,18,.167,19,40,.475,.405,32,32,1.000,5,25,30,14,2,4,13,11,79,0,,joel-embiid,105,26.2,0.84,31.2,22.0
John Collins,27,UTA,PF,16,7,447,110,205,.537,17,46,.370,93,159,.585,.578,47,48,.979,41,96,137,40,23,12,42,52,284,0,,john-collins,402,25.1,0.9,27.9,22.6
John Konchar,28,MEM,SG,9,0,126,7,17,.412,5,15,.333,2,2,1.000,.559,3,4,.750,8,20,28,9,5,5,5,9,22,0,,john-konchar,55,6.1,0.44,14.0,2.7
Johnny Davis,22,WAS,SG,11,0,82,12,26,.462,2,4,.500,10,22,.455,.500,1,2,.500,4,10,14,2,3,1,1,9,27,0,,johnny-davis,37,3.4,0.45,7.5,1.5
Johnny Furphy,20,IND,SG,9,0,85,8,20,.400,3,9,.333,5,11,.455,.475,5,5,1.000,5,6,11,4,2,1,6,3,24,0,,johnny-furphy,33,3.7,0.39,9.4,1.4
Johnny Juzang,23,UTA,SG,12,0,181,23,55,.418,16,41,.390,7,14,.500,.564,10,10,1.000,5,16,21,10,6,2,6,22,72,0,,johnny-juzang,83,6.9,0.46,15.1,3.2
Jonas Valančiūnas,32,WAS,C,15,2,298,71,124,.573,2,6,.333,69,118,.585,.581,35,37,.946,37,82,119,33,6,11,26,26,179,0,,jonas-valanciunas,296,19.7,0.99,19.9,19.6
Jonathan Isaac,27,ORL,PF,16,0,278,38,89,.427,14,48,.292,24,41,.585,.506,14,22,.636,31,52,83,4,13,22,7,24,104,0,,jonathan-isaac,195,12.2,0.7,17.4,8.5
Jonathan Kuminga,22,GSW,PF,15,3,340,73,164,.445,15,49,.306,58,115,.504,.491,38,62,.613,18,46,64,28,15,7,22,25,199,0,,jonathan-kuminga,266,17.7,0.78,22.7,13.9
Jonathan Mogbo,23,TOR,PF,18,1,284,33,68,.485,3,10,.300,30,58,.517,.507,24,33,.727,43,35,78,26,15,8,16,38,93,0,,jonathan-mogbo,166,9.2,0.58,15.8,5.4
Jordan Clarkson,32,UTA,SG,13,2,338,68,174,.391,22,80,.275,46,94,.489,.454,37,46,.804,10,40,50,50,11,1,26,19,195,0,,jordan-clarkson,262,20.2,0.78,26.0,15.6
Jordan Hawkins,22,NOP,SG,10,3,280,45,117,.385,20,60,.333,25,57,.439,.470,28,31,.903,5,34,39,13,3,4,14,12,138,0,,jordan-hawkins,171,17.1,0.61,28.0,10.4
Jordan McLaughlin,28,SAC,PG,14,0,127,12,29,.414,6,16,.375,6,13,.462,.517,8,10,.800,3,13,16,15,6,0,6,9,38,0,,jordan-mclaughlin,60,4.3,0.47,9.1,2.0
Jordan Miller,25,LAC,SF,8,0,102,16,39,.410,3,10,.300,13,29,.448,.449,15,17,.882,7,7,14,7,5,1,8,9,50,0,,jordan-miller,60,7.5,0.59,12.8,4.4
Jordan Poole,25,WAS,SG,14,14,422,101,220,.459,47,106,.443,54,114,.474,.566,48,54,.889,4,28,32,68,26,7,45,50,297,0,,jordan-poole,335,23.9,0.79,30.1,19.0
Jordan Walsh,20,BOS,PF,14,0,121,8,24,.333,5,19,.263,3,5,.600,.438,0,1,.000,4,9,13,3,4,6,2,10,21,0,,jordan-walsh,35,2.5,0.29,8.6,0.7
Jose Alvarado,26,NOP,PG,11,7,282,40,101,.396,24,60,.400,16,41,.390,.515,14,17,.824,6,18,24,49,17,3,14,26,118,0,,jose-alvarado,171,15.5,0.61,25.6,9.4
Josh Giddey,22,CHI,PG,18,18,491,82,190,.432,24,66,.364,58,124,.468,.495,30,44,.682,25,87,112,118,11,7,41,29,218,0,,josh-giddey,396,22.0,0.81,27.3,17.7
Josh Green,24,CHO,SG,15,14,382,34,78,.436,22,43,.512,12,35,.343,.577,7,11,.636,12,26,38,23,8,4,13,42,97,0,,josh-green,115,7.7,0.3,25.5,2.3
Josh Hart,29,NYK,SG,17,17,627,92,152,.605,22,59,.373,70,93,.753,.678,34,40,.850,29,118,147,99,19,7,32,40,240,1,,josh-hart,440,25.9,0.7,36.9,18.2
Josh Minott,22,MIN,SF,7,0,43,4,8,.500,0,4,.000,4,4,1.000,.500,1,2,.500,0,4,4,1,0,2,3,8,9,0,,josh-minott,5,0.7,0.12,6.1,0.1
Josh Okogie,26,PHO,SG,8,1,154,30,55,.545,9,18,.500,21,37,.568,.627,12,18,.667,14,21,35,6,9,1,9,10,81,0,,josh-okogie,113,14.1,0.73,19.2,10.4
Josh Richardson,31,MIA,SG,8,0,150,11,38,.289,6,22,.273,5,16,.313,.368,4,4,1.000,6,6,12,12,8,1,8,17,32,0,,josh-richardson,40,5.0,0.27,18.8,1.3
Jrue Holiday,34,BOS,PG,17,17,522,73,159,.459,31,89,.348,42,70,.600,.557,30,33,.909,15,54,69,66,12,5,26,23,207,0,,jrue-holiday,310,18.2,0.59,30.7,10.8
JT Thor,22,CLE,PF,2,0,14,5,5,1.000,2,2,1.000,3,3,1.000,1.200,2,2,1.000,0,2,2,0,2,2,2,2,14,0,,jt-thor,16,8.0,1.14,7.0,9.1
Julian Champagnie,23,SAS,SF,17,17,490,67,157,.427,38,111,.342,29,46,.630,.548,15,18,.833,14,75,89,29,13,11,19,26,187,0,,julian-champagnie,284,16.7,0.58,28.8,9.7
Julian Phillips,21,CHI,SF,17,0,229,25,61,.410,12,38,.316,13,23,.565,.508,9,16,.563,11,22,33,7,13,2,8,25,71,0,,julian-phillips,93,5.5,0.41,13.5,2.2
Julian Strawther,22,DEN,SG,16,0,338,46,108,.426,21,54,.389,25,54,.463,.523,23,29,.793,5,31,36,20,14,6,14,44,136,0,,julian-strawther,154,9.6,0.46,21.1,4.4
