Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Aaron Gordon,27,DEN,PF,68,68,2055,429,761,.564,60,173,.347,369,588,.628,.603,191,314,.608,164,282,446,203,54,51,98,129,1109,0,,aaron-gordon,1636,24.1,0.8,30.2,19.2
Aaron Holiday,26,ATL,PG,63,6,845,92,220,.418,36,88,.409,56,132,.424,.500,27,32,.844,25,49,74,89,37,12,36,79,247,0,,aaron-holiday,344,5.5,0.41,13.4,2.2
Aaron Nesmith,23,IND,SF,73,60,1816,252,590,.427,115,314,.366,137,276,.496,.525,119,142,.838,62,215,277,98,55,34,75,235,738,0,,aaron-nesmith,892,12.2,0.49,24.9,6.0
Aaron Wiggins,24,OKC,SG,70,14,1297,186,363,.512,48,122,.393,138,241,.573,.579,59,71,.831,68,142,210,80,39,15,55,110,479,0,,aaron-wiggins,658,9.4,0.51,18.5,4.8
Admiral Schofield,25,ORL,PF,37,0,451,55,122,.451,24,74,.324,31,48,.646,.549,21,23,.913,23,39,62,31,8,5,16,61,155,0,,admiral-schofield,184,5.0,0.41,12.2,2.0
A.J. Green,23,MIL,SG,35,1,345,53,125,.424,44,105,.419,9,20,.450,.600,4,4,1.000,6,39,45,22,6,0,9,31,154,0,,aj-green,187,5.3,0.54,9.9,2.9
AJ Griffin,19,ATL,SF,72,12,1401,248,533,.465,101,259,.390,147,274,.536,.560,42,47,.894,37,116,153,73,42,12,42,87,639,0,,aj-griffin,790,11.0,0.56,19.5,6.2
A.J. Lawson,22,2TM,SG,15,0,108,22,44,.500,10,25,.400,12,19,.632,.614,2,8,.250,6,15,21,2,2,0,3,11,56,0,,aj-lawson,67,4.5,0.62,7.2,2.8
Al Horford,36,BOS,C,63,63,1922,228,479,.476,145,325,.446,83,154,.539,.627,15,21,.714,73,317,390,189,30,61,37,121,616,0,,al-horford,1128,17.9,0.59,30.5,10.5
Alec Burks,31,DET,SG,51,8,1122,200,459,.436,99,239,.414,101,220,.459,.544,153,188,.814,19,139,158,114,38,8,58,98,652,0,,alec-burks,814,16.0,0.73,22.0,11.6
Aleksej Pokusevski,21,OKC,PF,34,25,701,108,249,.434,38,104,.365,70,145,.483,.510,22,35,.629,45,114,159,64,20,43,43,58,276,0,,aleksej-pokusevski,461,13.6,0.66,20.6,8.9
Alex Caruso,28,CHI,PG,67,36,1575,130,286,.455,55,151,.364,75,135,.556,.551,59,73,.808,42,154,196,193,98,46,77,159,374,0,DPOY-11,alex-caruso,671,10.0,0.43,23.5,4.3
Alex Len,29,SAC,C,26,2,161,16,30,.533,0,2,.000,16,28,.571,.533,11,16,.688,24,36,60,12,4,11,16,28,43,0,,alex-len,86,3.3,0.53,6.2,1.8
Alize Johnson,26,SAS,PF,4,0,30,3,6,.500,0,2,.000,3,4,.750,.500,1,2,.500,2,8,10,1,1,0,4,3,7,0,,alize-johnson,12,3.0,0.4,7.5,1.2
Alondes Williams,23,BRK,SG,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,1,0,0,,alondes-williams,-2,-2.0,-0.4,5.0,0.8
Alperen Sengun,20,HOU,C,75,72,2171,442,799,.553,19,57,.333,423,742,.570,.565,206,288,.715,242,436,678,291,70,70,193,258,1109,2,,alperen-sengun,1767,23.6,0.81,28.9,19.2
Amir Coffey,25,LAC,SF,50,9,625,56,145,.386,11,40,.275,45,105,.429,.424,49,63,.778,17,36,53,53,7,5,21,50,172,0,,amir-coffey,219,4.4,0.35,12.5,1.5
Andre Drummond,29,CHI,C,67,0,849,166,274,.606,0,3,.000,166,271,.613,.606,67,125,.536,138,306,444,33,45,27,75,117,399,0,,andre-drummond,756,11.3,0.89,12.7,10.0
Andre Iguodala,39,GSW,PF,8,0,113,7,15,.467,1,9,.111,6,6,1.000,.500,2,3,.667,3,14,17,19,4,3,9,11,17,0,,andre-iguodala,40,5.0,0.35,14.1,1.8
Andrew Nembhard,23,IND,SG,75,63,2073,284,644,.441,92,263,.350,192,381,.504,.512,49,62,.790,35,164,199,341,70,13,126,179,709,0,,andrew-nembhard,1027,13.7,0.5,27.6,6.8
Andrew Wiggins,27,GSW,SF,37,37,1190,250,529,.473,89,225,.396,161,304,.530,.557,44,72,.611,61,125,186,85,45,28,48,107,633,0,,andrew-wiggins,822,22.2,0.69,32.2,15.3
Anfernee Simons,23,POR,SG,62,62,2171,467,1045,.447,212,562,.377,255,483,.528,.548,160,179,.894,18,143,161,253,42,14,128,142,1306,0,,anfernee-simons,1506,24.3,0.69,35.0,16.8
Anthony Davis,29,LAL,C,56,54,1904,542,962,.563,19,74,.257,523,888,.589,.573,348,444,.784,195,507,702,148,59,114,122,146,1451,0,,anthony-davis,2206,39.4,1.16,34.0,45.6
Anthony Edwards,21,MIN,SG,79,79,2842,707,1541,.459,213,578,.369,494,963,.513,.528,319,422,.756,47,411,458,350,125,58,259,186,1946,0,AS,anthony-edwards,2492,31.5,0.88,36.0,27.7
Anthony Gill,30,WAS,PF,59,8,624,71,132,.538,4,29,.138,67,103,.650,.553,49,67,.731,37,62,99,34,7,12,15,70,195,0,,anthony-gill,262,4.4,0.42,10.6,1.9
Anthony Lamb,25,GSW,SF,62,4,1195,148,314,.471,73,199,.367,75,115,.652,.588,46,60,.767,56,159,215,96,28,20,54,134,415,0,,anthony-lamb,586,9.5,0.49,19.3,4.6
Austin Reaves,24,LAL,SG,64,22,1843,259,490,.529,86,216,.398,173,274,.631,.616,229,265,.864,33,160,193,215,33,19,99,108,833,0,6MOY-7,austin-reaves,1086,17.0,0.59,28.8,10.0
Austin Rivers,30,MIN,SG,52,10,1016,91,209,.435,43,123,.350,48,86,.558,.538,30,39,.769,5,78,83,75,28,4,23,80,255,0,,austin-rivers,342,6.6,0.34,19.5,2.2
Ayo Dosunmu,23,CHI,SG,80,51,2098,281,570,.493,59,189,.312,222,381,.583,.545,66,82,.805,45,175,220,206,62,26,99,182,687,0,,ayo-dosunmu,920,11.5,0.44,26.2,5.0
Bam Adebayo,25,MIA,C,75,75,2598,602,1114,.540,1,12,.083,601,1102,.545,.541,324,402,.806,184,504,688,240,88,61,187,208,1529,0,"DPOY-5,AS",bam-adebayo,2211,29.5,0.85,34.6,25.1
Ben Simmons,26,BRK,PG,42,33,1105,133,235,.566,0,2,.000,133,233,.571,.566,25,57,.439,40,223,263,256,54,24,97,139,291,1,,ben-simmons,652,15.5,0.59,26.3,9.2
Bennedict Mathurin,20,IND,SG,78,17,2222,413,951,.434,100,310,.323,313,641,.488,.487,376,454,.828,87,231,318,116,48,13,152,162,1302,0,"ROY-4,6MOY-8",bennedict-mathurin,1483,19.0,0.67,28.5,12.7
Bismack Biyombo,30,PHO,C,61,14,874,119,206,.578,0,0,,119,206,.578,.578,25,70,.357,89,171,260,56,18,88,51,114,263,0,,bismack-biyombo,520,8.5,0.59,14.3,5.1
Blake Griffin,33,BOS,C,41,16,569,63,130,.485,23,66,.348,40,64,.625,.573,21,32,.656,47,108,155,61,14,9,22,75,170,0,,blake-griffin,312,7.6,0.55,13.9,4.2
Blake Wesley,19,SAS,SG,37,1,669,69,215,.321,20,52,.385,49,163,.301,.367,26,44,.591,12,69,81,98,25,5,65,67,184,0,,blake-wesley,261,7.1,0.39,18.1,2.8
Boban Marjanović,34,HOU,C,31,0,171,41,60,.683,0,1,.000,41,59,.695,.683,20,27,.741,20,40,60,9,5,2,14,10,102,0,,boban-marjanovic,154,5.0,0.9,5.5,4.5
Bobby Portis,27,MIL,PF,70,22,1818,398,803,.496,95,257,.370,303,546,.555,.555,96,125,.768,154,518,672,105,29,16,81,115,987,0,6MOY-3,bobby-portis,1613,23.0,0.89,26.0,20.4
Bogdan Bogdanović,30,ATL,SG,54,9,1508,273,611,.447,146,360,.406,127,251,.506,.566,64,77,.831,23,142,165,150,43,18,65,86,756,0,,bogdan-bogdanovic,981,18.2,0.65,27.9,11.8
Bojan Bogdanović,33,DET,PF,59,59,1893,430,882,.488,145,353,.411,285,529,.539,.570,268,303,.884,36,187,223,152,34,8,135,113,1273,0,,bojan-bogdanovic,1442,24.4,0.76,32.1,18.6
Bol Bol,23,ORL,PF,70,33,1505,261,478,.546,30,113,.265,231,365,.633,.577,82,108,.759,69,336,405,69,30,85,112,92,634,0,,bol-bol,1019,14.6,0.68,21.5,9.9
Bones Hyland,22,2TM,PG,56,1,1085,228,571,.399,117,315,.371,111,256,.434,.502,86,102,.843,20,115,135,172,39,15,82,96,659,0,,bones-hyland,842,15.0,0.78,19.4,11.7
Bradley Beal,29,WAS,SG,50,50,1673,444,878,.506,80,219,.365,364,659,.552,.551,192,228,.842,41,155,196,271,45,33,145,107,1160,0,,bradley-beal,1453,29.1,0.87,33.5,25.2
Brandon Boston Jr.,21,LAC,SF,22,1,248,51,122,.418,12,29,.414,39,93,.419,.467,29,38,.763,7,23,30,20,9,0,12,21,143,0,,brandon-boston,169,7.7,0.68,11.3,5.2
Brandon Clarke,26,MEM,PF,56,8,1090,229,349,.656,1,6,.167,228,343,.665,.658,99,137,.723,92,218,310,72,34,37,55,131,558,0,,brandon-clarke,825,14.7,0.76,19.5,11.2
Brandon Ingram,25,NOP,SF,45,45,1538,404,835,.484,64,164,.390,340,671,.507,.522,240,272,.882,23,223,246,262,32,19,148,116,1112,2,,brandon-ingram,1407,31.3,0.91,34.2,28.6
Braxton Key,25,DET,SF,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,0,1,1,0,0,0,0,0,4,0,,braxton-key,5,1.7,0.56,3.0,0.9
Brook Lopez,34,MIL,C,78,78,2373,477,899,.531,136,364,.374,341,535,.637,.606,149,190,.784,157,363,520,99,37,193,107,203,1239,0,DPOY-2,brook-lopez,1778,22.8,0.75,30.4,17.1
Bruce Brown,26,DEN,SF,80,31,2280,358,741,.483,91,254,.358,267,487,.548,.545,116,153,.758,63,265,328,268,87,51,123,190,923,1,,bruce-brown,1344,16.8,0.59,28.5,9.9
Bruno Fernando,24,2TM,C,39,4,405,59,112,.527,0,4,.000,59,108,.546,.527,35,50,.700,54,83,137,31,6,34,25,74,153,0,,bruno-fernando,262,6.7,0.65,10.4,4.3
Bryce McGowens,20,CHO,SG,46,7,787,80,202,.396,26,80,.325,54,122,.443,.460,60,80,.750,20,73,93,54,15,6,43,48,246,0,,bryce-mcgowens,323,7.0,0.41,17.1,2.9
Bryn Forbes,29,MIN,SG,25,0,268,30,83,.361,14,46,.304,16,37,.432,.446,15,15,1.000,4,11,15,17,7,2,12,22,89,0,,bryn-forbes,96,3.8,0.36,10.7,1.4
Buddy Boeheim,23,DET,SF,10,0,90,5,27,.185,4,25,.160,1,2,.500,.259,2,2,1.000,2,4,6,4,2,0,0,6,16,0,,buddy-boeheim,22,2.2,0.24,9.0,0.5
Buddy Hield,30,IND,SF,80,73,2482,475,1038,.458,288,677,.425,187,361,.518,.596,106,129,.822,67,333,400,225,92,26,139,156,1344,0,,buddy-hield,1792,22.4,0.72,31.0,16.2
Cade Cunningham,21,DET,PG,12,12,400,93,224,.415,17,61,.279,76,163,.466,.453,36,43,.837,12,62,74,72,10,7,39,34,239,0,,cade-cunningham,329,27.4,0.82,33.3,22.6
Caleb Houstan,20,ORL,SF,51,4,812,66,182,.363,46,136,.338,20,46,.435,.489,15,18,.833,34,65,99,30,12,7,18,63,193,0,,caleb-houstan,260,5.1,0.32,15.9,1.6
Caleb Martin,27,MIA,SF,71,49,2077,254,548,.464,84,236,.356,170,312,.545,.540,91,113,.805,88,256,344,117,71,31,78,145,683,0,,caleb-martin,1023,14.4,0.49,29.3,7.1
Cam Reddish,23,2TM,SF,40,20,990,139,312,.446,45,144,.313,94,168,.560,.518,64,75,.853,18,70,88,57,39,14,47,72,387,0,,cam-reddish,466,11.6,0.47,24.8,5.5
Cam Thomas,21,BRK,SG,57,4,948,201,456,.441,51,133,.383,150,323,.464,.497,151,174,.868,8,87,95,78,20,7,63,55,604,0,,cam-thomas,686,12.0,0.72,16.6,8.7
Cameron Johnson,26,2TM,PF,42,41,1199,223,474,.470,103,255,.404,120,219,.548,.579,101,120,.842,34,151,185,78,50,14,37,83,650,0,,cameron-johnson,857,20.4,0.71,28.5,14.6
Cameron Payne,28,PHO,PG,48,15,968,188,453,.415,68,185,.368,120,268,.448,.490,49,64,.766,12,94,106,214,33,8,81,88,493,0,,cameron-payne,685,14.3,0.71,20.2,10.1
Caris LeVert,28,CLE,SG,74,30,2237,320,742,.431,127,324,.392,193,418,.462,.517,130,180,.722,53,229,282,287,72,24,116,170,897,0,,caris-levert,1276,17.2,0.57,30.2,9.8
Carlik Jones,25,CHI,PG,7,0,56,6,15,.400,3,6,.500,3,9,.333,.500,5,8,.625,1,4,5,6,2,0,2,2,20,0,,carlik-jones,29,4.1,0.52,8.0,2.1
Cedi Osman,27,CLE,SF,77,2,1548,239,530,.451,116,312,.372,123,218,.564,.560,75,108,.694,25,151,176,115,35,11,52,122,669,0,,cedi-osman,832,10.8,0.54,20.1,5.8
Chance Comanche,26,POR,C,1,0,21,3,5,.600,0,0,,3,5,.600,.600,1,4,.250,2,1,3,0,0,1,0,0,7,0,,chance-comanche,11,11.0,0.52,21.0,5.8
Charles Bassey,22,SAS,C,35,2,508,87,135,.644,3,8,.375,84,127,.661,.656,22,37,.595,75,118,193,48,16,33,41,74,199,0,,charles-bassey,374,10.7,0.74,14.5,7.9
Chima Moneke,27,SAC,SF,2,0,8,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,1,0,0,2,2,2,0,,chima-moneke,1,0.5,0.12,4.0,0.1
Chimezie Metu,25,SAC,PF,66,0,689,129,219,.589,9,38,.237,120,181,.663,.610,54,73,.740,47,151,198,40,22,21,32,81,321,0,,chimezie-metu,489,7.4,0.71,10.4,5.3
Chris Boucher,30,TOR,PF,76,0,1523,261,529,.493,62,189,.328,199,340,.585,.552,128,168,.762,157,264,421,29,47,64,41,143,712,0,,chris-boucher,1089,14.3,0.72,20.0,10.2
Chris Duarte,25,IND,SF,46,12,897,123,333,.369,55,174,.316,68,159,.428,.452,61,72,.847,19,96,115,64,25,9,41,65,362,0,,chris-duarte,469,10.2,0.52,19.5,5.3
Chris Paul,37,PHO,PG,59,59,1889,294,668,.440,98,261,.375,196,407,.482,.513,133,160,.831,27,224,251,524,91,22,114,126,819,0,,chris-paul,1467,24.9,0.78,32.0,19.3
Chris Silva,26,DAL,PF,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,1,2,2,0,,chris-silva,-1,-1.0,-0.33,3.0,0.3
Christian Braun,21,DEN,SG,76,6,1181,143,289,.495,34,96,.354,109,193,.565,.554,40,64,.625,48,133,181,59,41,17,35,101,360,0,,christian-braun,522,6.9,0.44,15.5,3.0
Christian Koloko,22,TOR,C,58,19,802,72,150,.480,1,12,.083,71,138,.514,.483,37,59,.627,84,87,171,31,21,57,20,128,182,0,,christian-koloko,314,5.4,0.39,13.8,2.1
Christian Wood,27,DAL,C,67,17,1738,396,769,.515,105,279,.376,291,490,.594,.583,217,281,.772,87,404,491,121,30,72,121,169,1114,0,6MOY-9,christian-wood,1538,23.0,0.88,25.9,20.3
Chuma Okeke,24,ORL,SF,27,8,518,43,122,.352,26,86,.302,17,36,.472,.459,16,21,.762,26,70,96,37,19,11,17,40,128,0,,chuma-okeke,234,8.7,0.45,19.2,3.9
CJ McCollum,31,NOP,PG,75,75,2649,587,1344,.437,211,543,.389,376,801,.469,.515,183,238,.769,55,273,328,429,70,38,183,153,1568,0,,cj-mccollum,2097,28.0,0.79,35.3,22.1
Clint Capela,28,ATL,C,65,63,1730,350,536,.653,0,1,.000,350,535,.654,.653,79,131,.603,258,459,717,58,45,79,54,139,779,0,,clint-capela,1485,22.8,0.86,26.6,19.6
Coby White,22,CHI,SG,74,2,1730,263,594,.443,128,344,.372,135,250,.540,.551,61,70,.871,16,196,212,204,54,6,74,122,715,0,,coby-white,995,13.4,0.58,23.4,7.7
Cody Martin,27,CHO,SF,7,0,134,14,36,.389,3,14,.214,11,22,.500,.431,4,7,.571,8,16,24,11,4,1,2,13,35,0,,cody-martin,60,8.6,0.45,19.1,3.8
Cody Zeller,30,MIA,C,15,2,217,37,59,.627,0,2,.000,37,57,.649,.627,24,35,.686,25,39,64,10,3,4,14,33,98,0,,cody-zeller,132,8.8,0.61,14.5,5.4
Cole Anthony,22,ORL,PG,60,4,1552,277,610,.454,75,206,.364,202,404,.500,.516,152,170,.894,47,241,288,235,37,31,91,158,781,0,,cole-anthony,1123,18.7,0.72,25.9,13.5
Cole Swider,23,LAL,SF,7,0,41,3,9,.333,3,8,.375,0,1,.000,.500,0,0,,1,6,7,4,0,0,0,3,9,0,,cole-swider,17,2.4,0.41,5.9,1.0
Collin Sexton,24,UTA,PG,48,15,1145,237,468,.506,48,122,.393,189,346,.546,.558,163,199,.819,37,68,105,138,27,6,85,112,685,0,,collin-sexton,764,15.9,0.67,23.9,10.6
Corey Kispert,23,WAS,SF,74,45,2093,291,585,.497,163,384,.424,128,201,.637,.637,75,88,.852,33,174,207,87,32,9,55,97,820,0,,corey-kispert,1003,13.6,0.48,28.3,6.5
Cory Joseph,31,DET,PG,62,2,1227,150,351,.427,70,180,.389,80,171,.468,.527,57,72,.792,21,85,106,217,34,9,56,88,427,0,,cory-joseph,649,10.5,0.53,19.8,5.5
Daishen Nix,20,HOU,PG,57,7,914,81,237,.342,40,140,.286,41,97,.423,.426,24,36,.667,18,80,98,132,31,7,86,59,226,0,,daishen-nix,349,6.1,0.38,16.0,2.3
Dalano Banton,23,TOR,PG,31,2,279,55,130,.423,15,51,.294,40,79,.506,.481,17,24,.708,11,34,45,36,13,13,18,34,142,0,,dalano-banton,197,6.4,0.71,9.0,4.5
Dalen Terry,20,CHI,SG,38,0,214,32,72,.444,7,27,.259,25,45,.556,.493,14,21,.667,12,25,37,22,11,5,8,24,85,0,,dalen-terry,128,3.4,0.6,5.6,2.0
Damian Jones,27,2TM,C,41,1,477,55,86,.640,10,17,.588,45,69,.652,.698,22,29,.759,42,80,122,15,8,21,23,55,142,0,,damian-jones,230,5.6,0.48,11.6,2.7
Damian Lillard,32,POR,PG,58,58,2107,556,1202,.463,244,658,.371,312,544,.574,.564,510,558,.914,44,233,277,425,50,18,191,109,1866,2,"CPOY-10,AS,NBA3",damian-lillard,2336,40.3,1.11,36.3,44.7
Damion Lee,30,PHO,SG,74,5,1506,200,452,.442,110,247,.445,90,205,.439,.564,94,104,.904,39,186,225,99,30,7,78,118,604,0,,damion-lee,769,10.4,0.51,20.4,5.3
D'Angelo Russell,26,2TM,PG,71,71,2304,445,948,.469,194,490,.396,251,458,.548,.572,179,216,.829,35,180,215,437,70,29,186,140,1263,0,,dangelo-russell,1688,23.8,0.73,32.5,17.4
Daniel Gafford,24,WAS,C,78,47,1604,289,395,.732,0,0,,289,395,.732,.732,127,187,.679,163,270,433,84,33,99,85,187,705,0,,daniel-gafford,1082,13.9,0.67,20.6,9.4
Daniel Theis,30,IND,C,7,1,109,21,44,.477,2,11,.182,19,33,.576,.500,5,12,.417,7,15,22,9,2,6,3,7,49,0,,daniel-theis,78,11.1,0.72,15.6,8.0
Danny Green,35,2TM,SG,11,0,138,22,49,.449,16,37,.432,6,12,.500,.612,1,1,1.000,3,11,14,6,6,3,10,16,61,0,,danny-green,64,5.8,0.46,12.5,2.7
Danuel House Jr.,29,PHI,SF,56,5,807,93,197,.472,37,110,.336,56,87,.644,.566,45,60,.750,9,85,94,44,14,9,26,69,268,0,,danuel-house,334,6.0,0.41,14.4,2.5
Dario Šarić,28,2TM,C,57,12,806,127,277,.458,45,115,.391,82,162,.506,.540,63,76,.829,53,154,207,74,20,7,55,99,362,0,,dario-saric,516,9.1,0.64,14.1,5.8
Darius Bazley,22,2TM,C,43,1,616,83,183,.454,20,53,.377,63,130,.485,.508,38,70,.543,34,104,138,38,22,34,27,44,224,0,,darius-bazley,385,9.0,0.62,14.3,5.6
Darius Days,23,HOU,SF,4,0,25,5,12,.417,3,10,.300,2,2,1.000,.542,2,2,1.000,1,5,6,1,0,1,0,2,15,0,,darius-days,21,5.2,0.84,6.2,4.4
Darius Garland,23,CLE,PG,69,69,2447,522,1129,.462,169,412,.410,353,717,.492,.537,277,321,.863,28,157,185,538,85,9,199,148,1490,0,,darius-garland,1960,28.4,0.8,35.5,22.8
David Duke Jr.,23,BRK,SG,23,0,228,36,78,.462,1,12,.083,35,66,.530,.468,12,17,.706,11,18,29,21,10,1,18,31,85,0,,david-duke,97,4.2,0.43,9.9,1.8
David Roddy,21,MEM,PF,70,4,1258,180,420,.429,65,212,.307,115,208,.553,.506,41,65,.631,50,143,193,59,29,19,57,107,466,0,,david-roddy,602,8.6,0.48,18.0,4.1
Davion Mitchell,24,SAC,PG,80,9,1447,181,399,.454,63,197,.320,118,202,.584,.533,25,31,.806,16,89,105,185,44,15,62,112,450,0,,davion-mitchell,625,7.8,0.43,18.1,3.4
Dāvis Bertāns,30,DAL,PF,45,1,492,69,160,.431,55,141,.390,14,19,.737,.603,13,15,.867,10,43,53,21,11,8,10,53,206,0,,davis-bertans,236,5.2,0.48,10.9,2.5
Davon Reed,27,2TM,SG,43,1,342,28,84,.333,17,46,.370,11,38,.289,.435,16,24,.667,10,49,59,23,15,4,20,39,89,0,,davon-reed,131,3.0,0.38,8.0,1.2
Day'Ron Sharpe,21,BRK,C,48,3,552,93,171,.544,6,11,.545,87,160,.544,.561,35,55,.636,99,101,200,37,15,32,42,89,227,0,,dayron-sharpe,380,7.9,0.69,11.5,5.4
De'Aaron Fox,25,SAC,PG,73,73,2435,682,1331,.512,119,367,.324,563,964,.584,.557,343,440,.780,40,266,306,447,83,23,181,172,1826,0,"MVP-11,CPOY-1,AS,NBA3",deaaron-fox,2332,31.9,0.96,33.4,30.6
Dean Wade,26,CLE,PF,44,13,891,73,177,.412,45,127,.354,28,50,.560,.540,15,23,.652,20,130,150,37,28,21,17,89,206,0,,dean-wade,336,7.6,0.38,20.2,2.9
Deandre Ayton,24,PHO,C,67,67,2035,522,887,.589,7,24,.292,515,863,.597,.592,152,200,.760,172,495,667,115,37,53,120,190,1203,0,,deandre-ayton,1765,26.3,0.87,30.4,22.8
De'Andre Hunter,25,ATL,SF,67,67,2126,379,822,.461,100,286,.350,279,536,.521,.522,171,207,.826,46,238,284,94,35,17,82,199,1029,0,,deandre-hunter,1178,17.6,0.55,31.7,9.7
DeAndre Jordan,34,DEN,C,39,8,586,88,115,.765,1,1,1.000,87,114,.763,.770,22,48,.458,52,150,202,34,12,23,48,71,199,0,,deandre-jordan,351,9.0,0.6,15.0,5.4
De'Anthony Melton,24,PHI,SG,77,58,2150,277,651,.425,157,403,.390,120,248,.484,.546,69,87,.793,69,243,312,197,126,41,102,191,780,0,,deanthony-melton,1163,15.1,0.54,27.9,8.2
Dejounte Murray,26,ATL,SG,74,74,2693,612,1319,.464,133,387,.344,479,932,.514,.514,158,190,.832,53,336,389,448,112,19,160,106,1515,1,,dejounte-murray,2217,30.0,0.82,36.4,24.7
Delon Wright,30,WAS,PG,50,14,1221,138,291,.474,41,119,.345,97,172,.564,.545,52,60,.867,58,122,180,194,92,17,44,59,369,0,,delon-wright,749,15.0,0.61,24.4,9.2
DeMar DeRozan,33,CHI,SF,74,74,2682,657,1303,.504,46,142,.324,611,1161,.526,.522,456,523,.872,34,309,343,377,83,36,153,186,1816,0,"CPOY-3,AS",demar-derozan,2316,31.3,0.86,36.2,27.0
Deni Avdija,22,WAS,SF,76,40,2020,253,579,.437,69,232,.297,184,347,.530,.497,122,165,.739,74,413,487,211,65,29,123,209,697,0,,deni-avdija,1157,15.2,0.57,26.6,8.7
Dennis Schröder,29,LAL,PG,66,50,1986,270,650,.415,74,225,.329,196,425,.461,.472,216,252,.857,21,144,165,298,50,10,112,145,830,0,,dennis-schroder,1096,16.6,0.55,30.1,9.2
Dennis Smith Jr.,25,CHO,PG,54,15,1390,186,452,.412,24,111,.216,162,341,.475,.438,78,106,.736,27,140,167,261,75,25,82,122,474,0,,dennis-smith,798,14.8,0.57,25.7,8.5
Deonte Burton,29,SAC,PF,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,deonte-burton,0,0.0,0.0,3.0,0.0
Dereon Seabron,22,NOP,SG,5,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,0,1,0,0,0,0,1,4,0,,dereon-seabron,4,0.8,0.33,2.4,0.3
Derrick Jones Jr.,25,CHI,PF,64,0,893,115,230,.500,27,80,.338,88,150,.587,.559,62,84,.738,60,93,153,34,29,37,25,86,319,0,,derrick-jones,461,7.2,0.52,14.0,3.7
Derrick Rose,34,NYK,PG,27,0,338,61,159,.384,19,63,.302,42,96,.438,.443,11,12,.917,8,32,40,46,7,5,22,18,152,0,,derrick-rose,210,7.8,0.62,12.5,4.8
Derrick White,28,BOS,SG,82,70,2319,350,758,.462,149,391,.381,201,367,.548,.560,168,192,.875,52,241,293,321,54,76,95,177,1017,0,,derrick-white,1489,18.2,0.64,28.3,11.7
Desmond Bane,24,MEM,SG,58,58,1841,450,939,.479,166,407,.408,284,532,.534,.568,181,205,.883,43,248,291,254,56,22,126,150,1247,0,,desmond-bane,1594,27.5,0.87,31.7,23.8
Devin Booker,26,PHO,SG,53,53,1835,527,1067,.494,111,316,.351,416,751,.554,.546,306,358,.855,46,194,240,293,51,18,145,159,1471,0,,devin-booker,1769,33.4,0.96,34.6,32.2
Devin Vassell,22,SAS,SG,38,32,1178,261,595,.439,103,266,.387,158,329,.480,.525,78,100,.780,8,140,148,136,43,17,57,57,703,0,,devin-vassell,933,24.6,0.79,31.0,19.4
Devon Dotson,23,WAS,PG,6,0,53,1,10,.100,1,4,.250,0,6,.000,.150,0,0,,6,4,10,8,5,0,3,9,3,0,,devon-dotson,14,2.3,0.26,8.8,0.6
Devonte' Graham,27,2TM,PG,73,8,1338,161,431,.374,119,338,.352,42,93,.452,.512,98,131,.748,19,103,122,196,45,16,53,79,539,0,,devonte-graham,786,10.8,0.59,18.3,6.3
Dewayne Dedmon,33,2TM,C,38,1,426,77,151,.510,12,39,.308,65,112,.580,.550,33,49,.673,34,100,134,26,9,19,25,75,199,0,,dewayne-dedmon,287,7.6,0.67,11.2,5.1
Dillon Brooks,27,MEM,SF,73,73,2214,392,991,.396,143,439,.326,249,552,.451,.468,120,154,.779,45,199,244,189,65,16,104,240,1047,0,,dillon-brooks,1217,16.7,0.55,30.3,9.2
Domantas Sabonis,26,SAC,C,79,79,2736,577,938,.615,31,83,.373,546,855,.639,.632,325,438,.742,251,722,973,573,65,39,230,279,1510,14,"MVP-7,AS,NBA3",domantas-sabonis,2651,33.6,0.97,34.6,32.5
Dominick Barlow,19,SAS,PF,28,0,408,46,86,.535,0,4,.000,46,82,.561,.535,18,25,.720,46,56,102,24,10,19,15,56,110,0,,dominick-barlow,194,6.9,0.48,14.6,3.3
Donovan Mitchell,26,CLE,SG,68,68,2432,679,1402,.484,245,635,.386,434,767,.566,.572,319,368,.867,63,226,289,301,99,27,180,168,1922,0,"MVP-6,CPOY-6,AS,NBA2",donovan-mitchell,2290,33.7,0.94,35.8,31.7
Donovan Williams,21,ATL,SG,2,0,4,2,5,.400,0,2,.000,2,3,.667,.400,0,0,,0,2,2,0,0,0,0,0,4,0,,donovan-williams,6,3.0,1.5,2.0,4.5
Donte DiVincenzo,26,GSW,SG,72,36,1894,235,540,.435,150,378,.397,85,162,.525,.574,58,71,.817,80,245,325,252,97,10,112,133,678,0,,donte-divincenzo,1117,15.5,0.59,26.3,9.1
