Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Leaky Black,,WAS,,9,,281,,,,,,,,,,,,,,,,53,17,7,7,6,24,73,,,https://www.nba.com/player/leaky-black,https://www.nba.com/team/WAS,leaky-black,127,14.1,0.45,31.2,6.4
LeBron James,,LAL,,54,,1813,,,,,,,,,,,,,,,,326,380,60,32,160,75,1127,,,https://www.nba.com/player/lebron-james,https://www.nba.com/team/LAL,lebron-james,1690,31.3,0.93,33.6,29.2
Leonard Miller,,CHI,,39,,498,,,,,,,,,,,,,,,,126,28,13,9,23,46,248,,,https://www.nba.com/player/leonard-miller,https://www.nba.com/team/CHI,leonard-miller,355,9.1,0.71,12.8,6.5
Liam McNeeley,,CHA,,30,,363,,,,,,,,,,,,,,,,72,23,5,3,13,36,132,,,https://www.nba.com/player/liam-mcneeley,https://www.nba.com/team/CHA,liam-mcneeley,186,6.2,0.51,12.1,3.2
Lindy Waters III,,SAS,,39,,280,,,,,,,,,,,,,,,,28,19,5,1,7,23,92,,,https://www.nba.com/player/lindy-waters,https://www.nba.com/team/SAS,lindy-waters,115,2.9,0.41,7.2,1.2
LJ Cryer,,GSW,,15,,229,,,,,,,,,,,,,,,,25,13,2,0,10,23,111,,,https://www.nba.com/player/lj-cryer,https://www.nba.com/team/GSW,lj-cryer,118,7.9,0.52,15.3,4.1
Lonzo Ball,,CLE,,35,,728,,,,,,,,,,,,,,,,140,136,45,9,52,46,160,,,https://www.nba.com/player/lonzo-ball,https://www.nba.com/team/CLE,lonzo-ball,392,11.2,0.54,20.8,6.0
Luguentz Dort,,OKC,,63,,1723,,,,,,,,,,,,,,,,234,78,50,26,51,172,524,,,https://www.nba.com/player/luguentz-dort,https://www.nba.com/team/OKC,luguentz-dort,689,10.9,0.4,27.3,4.4
Luka Dončić,,LAL,,62,,2229,,,,,,,,,,,,,,,,486,511,102,34,249,149,2089,,,https://www.nba.com/player/luka-doncic,https://www.nba.com/team/LAL,luka-doncic,2824,45.5,1.27,36.0,57.7
Luka Garza,,BOS,,65,,1037,,,,,,,,,,,,,,,,257,62,25,25,43,150,502,,,https://www.nba.com/player/luka-garza,https://www.nba.com/team/BOS,luka-garza,678,10.4,0.65,16.0,6.8
Luke Kennard,,LAL,,71,,1489,,,,,,,,,,,,,,,,156,137,46,8,52,92,582,,,https://www.nba.com/player/luke-kennard,https://www.nba.com/team/LAL,luke-kennard,785,11.1,0.53,21.0,5.8
Luke Kornet,,SAS,,63,,1325,,,,,,,,,,,,,,,,388,112,28,64,27,112,414,,,https://www.nba.com/player/luke-kornet,https://www.nba.com/team/SAS,luke-kornet,867,13.8,0.65,21.0,9.0
Luke Travers,,CLE,,12,,103,,,,,,,,,,,,,,,,24,9,7,4,3,6,28,,,https://www.nba.com/player/luke-travers,https://www.nba.com/team/CLE,luke-travers,63,5.2,0.61,8.6,3.2
Mac McClung,,CHI,,4,,47,,,,,,,,,,,,,,,,5,2,5,2,3,8,23,,,https://www.nba.com/player/mac-mcclung,https://www.nba.com/team/CHI,mac-mcclung,26,6.5,0.55,11.8,3.6
Malachi Smith,,BKN,,8,,151,,,,,,,,,,,,,,,,19,18,7,3,10,5,56,,,https://www.nba.com/player/malachi-smith,https://www.nba.com/team/BKN,malachi-smith,88,11.0,0.58,18.9,6.4
Malaki Branham,,WAS,,28,,275,,,,,,,,,,,,,,,,44,23,10,3,15,21,128,,,https://www.nba.com/player/malaki-branham,https://www.nba.com/team/WAS,malaki-branham,172,6.1,0.63,9.8,3.8
Malevy Leons,,GSW,,20,,173,,,,,,,,,,,,,,,,36,10,8,7,6,20,49,,,https://www.nba.com/player/malevy-leons,https://www.nba.com/team/GSW,malevy-leons,84,4.2,0.49,8.6,2.0
Malik Monk,,SAC,,58,,1300,,,,,,,,,,,,,,,,112,178,34,21,82,97,732,,,https://www.nba.com/player/malik-monk,https://www.nba.com/team/SAC,malik-monk,898,15.5,0.69,22.4,10.7
Marcus Sasser,,DET,,31,,397,,,,,,,,,,,,,,,,34,67,20,3,28,38,174,,,https://www.nba.com/player/marcus-sasser,https://www.nba.com/team/DET,marcus-sasser,232,7.5,0.58,12.8,4.4
Marcus Smart,,LAL,,60,,1725,,,,,,,,,,,,,,,,165,168,84,22,87,157,568,,,https://www.nba.com/player/marcus-smart,https://www.nba.com/team/LAL,marcus-smart,763,12.7,0.44,28.8,5.6
MarJon Beauchamp,,PHI,,11,,187,,,,,,,,,,,,,,,,31,14,9,4,13,13,89,,,https://www.nba.com/player/marjon-beauchamp,https://www.nba.com/team/PHI,marjon-beauchamp,121,11.0,0.65,17.0,7.1
Mark Sears,,MIL,,7,,26,,,,,,,,,,,,,,,,2,2,0,0,4,4,22,,,https://www.nba.com/player/mark-sears,https://www.nba.com/team/MIL,mark-sears,18,2.6,0.69,3.7,1.8
Mark Williams,,PHX,,56,,1322,,,,,,,,,,,,,,,,452,56,51,50,59,123,648,,,https://www.nba.com/player/mark-williams,https://www.nba.com/team/PHX,mark-williams,1075,19.2,0.81,23.6,15.6
Markelle Fultz,,TOR,,4,,34,,,,,,,,,,,,,,,,1,8,2,0,4,2,4,,,https://www.nba.com/player/markelle-fultz,https://www.nba.com/team/TOR,markelle-fultz,9,2.2,0.26,8.5,0.6
Marvin Bagley III,,DAL,,56,,1119,,,,,,,,,,,,,,,,344,81,26,39,59,117,575,,,https://www.nba.com/player/marvin-bagley,https://www.nba.com/team/DAL,marvin-bagley,889,15.9,0.79,20.0,12.6
Mason Plumlee,,SAS,,18,,149,,,,,,,,,,,,,,,,50,19,9,0,11,16,29,,,https://www.nba.com/player/mason-plumlee,https://www.nba.com/team/SAS,mason-plumlee,80,4.4,0.54,8.3,2.4
Matas Buzelis,,CHI,,74,,2169,,,,,,,,,,,,,,,,425,149,52,113,150,172,1210,,,https://www.nba.com/player/matas-buzelis,https://www.nba.com/team/CHI,matas-buzelis,1627,22.0,0.75,29.3,16.5
Matisse Thybulle,,POR,,24,,342,,,,,,,,,,,,,,,,48,20,44,12,21,37,131,,,https://www.nba.com/player/matisse-thybulle,https://www.nba.com/team/POR,matisse-thybulle,197,8.2,0.58,14.2,4.7
Max Christie,,DAL,,70,,2059,,,,,,,,,,,,,,,,231,139,42,24,90,96,862,,,https://www.nba.com/player/max-christie,https://www.nba.com/team/DAL,max-christie,1112,15.9,0.54,29.4,8.6
Max Shulga,,BOS,,8,,13,,,,,,,,,,,,,,,,1,2,0,0,1,5,4,,,https://www.nba.com/player/max-shulga,https://www.nba.com/team/BOS,max-shulga,1,0.1,0.08,1.6,0.0
Max Strus,,CLE,,6,,144,,,,,,,,,,,,,,,,39,12,3,0,5,18,75,,,https://www.nba.com/player/max-strus,https://www.nba.com/team/CLE,max-strus,106,17.7,0.74,24.0,13.0
Maxi Kleber,,LAL,,37,,395,,,,,,,,,,,,,,,,71,23,15,10,14,52,78,,,https://www.nba.com/player/maxi-kleber,https://www.nba.com/team/LAL,maxi-kleber,131,3.5,0.33,10.7,1.2
Maxime Raynaud,,SAC,,68,,1776,,,,,,,,,,,,,,,,499,87,35,36,82,161,816,,,https://www.nba.com/player/maxime-raynaud,https://www.nba.com/team/SAC,maxime-raynaud,1230,18.1,0.69,26.1,12.5
Micah Peavy,,NOP,,55,,728,,,,,,,,,,,,,,,,97,48,34,6,15,74,208,,,https://www.nba.com/player/micah-peavy,https://www.nba.com/team/NOP,micah-peavy,304,5.5,0.42,13.2,2.3
Micah Potter,,IND,,40,,744,,,,,,,,,,,,,,,,177,55,17,14,34,70,368,,,https://www.nba.com/player/micah-potter,https://www.nba.com/team/IND,micah-potter,527,13.2,0.71,18.6,9.3
Michael Porter Jr.,,BKN,,52,,1689,,,,,,,,,,,,,,,,367,158,55,13,122,116,1259,,,https://www.nba.com/player/michael-porter,https://www.nba.com/team/BKN,michael-porter,1614,31.0,0.96,32.5,29.7
Mikal Bridges,,NYK,,75,,2503,,,,,,,,,,,,,,,,297,288,101,60,78,151,1100,,,https://www.nba.com/player/mikal-bridges,https://www.nba.com/team/NYK,mikal-bridges,1617,21.6,0.65,33.4,13.9
Mike Conley,,MIN,,50,,902,,,,,,,,,,,,,,,,86,148,28,13,28,72,203,,,https://www.nba.com/player/mike-conley,https://www.nba.com/team/MIN,mike-conley,378,7.6,0.42,18.0,3.2
Miles Bridges,,CHA,,70,,2198,,,,,,,,,,,,,,,,406,225,41,30,101,122,1196,,,https://www.nba.com/player/miles-bridges,https://www.nba.com/team/CHA,miles-bridges,1675,23.9,0.76,31.4,18.2
Miles Kelly,,DAL,,14,,134,,,,,,,,,,,,,,,,24,12,4,1,6,12,43,,,https://www.nba.com/player/miles-kelly,https://www.nba.com/team/DAL,miles-kelly,66,4.7,0.49,9.6,2.3
Miles McBride,,NYK,,36,,991,,,,,,,,,,,,,,,,92,98,30,7,29,65,451,,,https://www.nba.com/player/miles-mcbride,https://www.nba.com/team/NYK,miles-mcbride,584,16.2,0.59,27.5,9.6
Mitchell Robinson,,NYK,,56,,1097,,,,,,,,,,,,,,,,490,51,48,65,41,118,303,,,https://www.nba.com/player/mitchell-robinson,https://www.nba.com/team/NYK,mitchell-robinson,798,14.2,0.73,19.6,10.4
Mo Bamba,,UTA,,4,,44,,,,,,,,,,,,,,,,22,1,0,3,2,6,10,,,https://www.nba.com/player/mo-bamba,https://www.nba.com/team/UTA,mo-bamba,28,7.0,0.64,11.0,4.5
Mohamed Diawara,,NYK,,64,,570,,,,,,,,,,,,,,,,88,44,14,6,28,47,228,,,https://www.nba.com/player/mohamed-diawara,https://www.nba.com/team/NYK,mohamed-diawara,305,4.8,0.54,8.9,2.6
Monte Morris,,IND,,6,,65,,,,,,,,,,,,,,,,7,9,1,1,2,3,18,,,https://www.nba.com/player/monte-morris,https://www.nba.com/team/IND,monte-morris,31,5.2,0.48,10.8,2.5
Moritz Wagner,,ORL,,32,,405,,,,,,,,,,,,,,,,107,24,14,1,17,55,235,,,https://www.nba.com/player/moritz-wagner,https://www.nba.com/team/ORL,moritz-wagner,309,9.7,0.76,12.7,7.4
Moses Moody,,GSW,,60,,1540,,,,,,,,,,,,,,,,200,98,58,34,57,122,728,,,https://www.nba.com/player/moses-moody,https://www.nba.com/team/GSW,moses-moody,939,15.6,0.61,25.7,9.5
Mouhamed Gueye,,ATL,,72,,1114,,,,,,,,,,,,,,,,260,64,58,36,33,118,329,,,https://www.nba.com/player/mouhamed-gueye,https://www.nba.com/team/ATL,mouhamed-gueye,596,8.3,0.54,15.5,4.4
Moussa Cisse,,DAL,,34,,425,,,,,,,,,,,,,,,,166,8,12,37,25,61,127,,,https://www.nba.com/player/moussa-cisse,https://www.nba.com/team/DAL,moussa-cisse,264,7.8,0.62,12.5,4.8
Moussa Diabaté,,CHA,,67,,1739,,,,,,,,,,,,,,,,584,125,53,67,66,158,539,,,https://www.nba.com/player/moussa-diabate,https://www.nba.com/team/CHA,moussa-diabate,1144,17.1,0.66,26.0,11.2
Myles Turner,,MIL,,67,,1817,,,,,,,,,,,,,,,,353,98,47,102,81,175,800,,,https://www.nba.com/player/myles-turner,https://www.nba.com/team/MIL,myles-turner,1144,17.1,0.63,27.1,10.8
Myron Gardner,,MIA,,41,,395,,,,,,,,,,,,,,,,117,40,20,8,15,73,159,,,https://www.nba.com/player/myron-gardner,https://www.nba.com/team/MIA,myron-gardner,256,6.2,0.65,9.6,4.0
Nae'Qwan Tomlin,,CLE,,59,,891,,,,,,,,,,,,,,,,157,44,39,31,23,112,322,,,https://www.nba.com/player/naeqwan-tomlin,https://www.nba.com/team/CLE,naeqwan-tomlin,458,7.8,0.51,15.1,4.0
Naji Marshall,,DAL,,71,,2108,,,,,,,,,,,,,,,,336,232,76,6,116,136,1100,,,https://www.nba.com/player/naji-marshall,https://www.nba.com/team/DAL,naji-marshall,1498,21.1,0.71,29.7,15.0
Nate Williams,,GSW,,11,,146,,,,,,,,,,,,,,,,20,9,3,0,9,18,68,,,https://www.nba.com/player/nate-williams,https://www.nba.com/team/GSW,nate-williams,73,6.6,0.5,13.3,3.3
Naz Reid,,MIN,,72,,1876,,,,,,,,,,,,,,,,450,162,70,71,118,182,977,,,https://www.nba.com/player/naz-reid,https://www.nba.com/team/MIN,naz-reid,1430,19.9,0.76,26.1,15.1
Neemias Queta,,BOS,,70,,1768,,,,,,,,,,,,,,,,583,110,58,88,74,198,694,,,https://www.nba.com/player/neemias-queta,https://www.nba.com/team/BOS,neemias-queta,1261,18.0,0.71,25.3,12.8
N'Faly Dante,,ATL,,4,,15,,,,,,,,,,,,,,,,7,0,2,0,1,1,3,,,https://www.nba.com/player/nfaly-dante,https://www.nba.com/team/ATL,nfaly-dante,10,2.5,0.67,3.8,1.7
Nic Claxton,,BKN,,67,,1874,,,,,,,,,,,,,,,,469,248,45,77,91,153,790,,,https://www.nba.com/player/nic-claxton,https://www.nba.com/team/BKN,nic-claxton,1385,20.7,0.74,28.0,15.3
Nick Richards,,CHI,,48,,701,,,,,,,,,,,,,,,,243,16,10,32,59,88,276,,,https://www.nba.com/player/nick-richards,https://www.nba.com/team/CHI,nick-richards,430,9.0,0.61,14.6,5.5
Nick Smith Jr.,,LAL,,25,,318,,,,,,,,,,,,,,,,20,28,9,2,19,24,146,,,https://www.nba.com/player/nick-smith,https://www.nba.com/team/LAL,nick-smith,162,6.5,0.51,12.7,3.3
Nickeil Alexander-Walker,,ATL,,73,,2425,,,,,,,,,,,,,,,,253,276,95,36,149,161,1492,,,https://www.nba.com/player/nickeil-alexander-walker,https://www.nba.com/team/ATL,nickeil-alexander-walker,1842,25.2,0.76,33.2,19.2
Nicolas Batum,,LAC,,69,,1251,,,,,,,,,,,,,,,,179,61,47,22,36,94,281,,,https://www.nba.com/player/nicolas-batum,https://www.nba.com/team/LAC,nicolas-batum,460,6.7,0.37,18.1,2.5
Nigel Hayes-Davis,,PHX,,27,,195,,,,,,,,,,,,,,,,33,7,8,2,8,16,34,,,https://www.nba.com/player/nigel-hayes-davis,https://www.nba.com/team/PHX,nigel-hayes-davis,60,2.2,0.31,7.2,0.7
Nikola Jokić,,DEN,,60,,2095,,,,,,,,,,,,,,,,773,648,85,47,230,165,1672,,,https://www.nba.com/player/nikola-jokic,https://www.nba.com/team/DEN,nikola-jokic,2830,47.2,1.35,34.9,63.7
Nikola Jović,,MIA,,46,,795,,,,,,,,,,,,,,,,153,100,26,17,65,64,339,,,https://www.nba.com/player/nikola-jovic,https://www.nba.com/team/MIA,nikola-jovic,506,11.0,0.64,17.3,7.0
Nikola Topić,,OKC,,5,,53,,,,,,,,,,,,,,,,8,10,0,0,11,4,16,,,https://www.nba.com/player/nikola-topic,https://www.nba.com/team/OKC,nikola-topic,19,3.8,0.36,10.6,1.4
Nikola Vučević,,BOS,,60,,1740,,,,,,,,,,,,,,,,517,203,37,40,80,119,935,,,https://www.nba.com/player/nikola-vucevic,https://www.nba.com/team/BOS,nikola-vucevic,1533,25.6,0.88,29.0,22.5
Nique Clifford,,SAC,,69,,1661,,,,,,,,,,,,,,,,251,152,63,22,96,143,539,,,https://www.nba.com/player/nique-clifford,https://www.nba.com/team/SAC,nique-clifford,788,11.4,0.47,24.1,5.4
Noa Essengue,,CHI,,2,,6,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,,,https://www.nba.com/player/noa-essengue,https://www.nba.com/team/CHI,noa-essengue,0,0.0,0.0,3.0,0.0
Noah Clowney,,BKN,,64,,1739,,,,,,,,,,,,,,,,266,107,49,43,98,163,793,,,https://www.nba.com/player/noah-clowney,https://www.nba.com/team/BKN,noah-clowney,997,15.6,0.57,27.2,8.9
Noah Penda,,ORL,,54,,733,,,,,,,,,,,,,,,,184,65,30,18,42,68,227,,,https://www.nba.com/player/noah-penda,https://www.nba.com/team/ORL,noah-penda,414,7.7,0.56,13.6,4.3
Nolan Traore,,BKN,,51,,1137,,,,,,,,,,,,,,,,85,196,38,20,117,112,434,,,https://www.nba.com/player/nolan-traore,https://www.nba.com/team/BKN,nolan-traore,544,10.7,0.48,22.3,5.1
Norchad Omier,,LAC,,3,,14,,,,,,,,,,,,,,,,4,1,1,0,0,2,8,,,https://www.nba.com/player/norchad-omier,https://www.nba.com/team/LAC,norchad-omier,12,4.0,0.86,4.7,3.4
Norman Powell,,MIA,,55,,1654,,,,,,,,,,,,,,,,197,141,63,14,107,124,1215,,,https://www.nba.com/player/norman-powell,https://www.nba.com/team/MIA,norman-powell,1399,25.4,0.85,30.1,21.5
Obi Toppin,,IND,,17,,291,,,,,,,,,,,,,,,,70,38,9,1,20,24,173,,,https://www.nba.com/player/obi-toppin,https://www.nba.com/team/IND,obi-toppin,247,14.5,0.85,17.1,12.3
Ochai Agbaji,,BKN,,60,,946,,,,,,,,,,,,,,,,136,45,23,17,31,91,300,,,https://www.nba.com/player/ochai-agbaji,https://www.nba.com/team/BKN,ochai-agbaji,399,6.6,0.42,15.8,2.8
OG Anunoby,,NYK,,61,,2027,,,,,,,,,,,,,,,,310,135,99,42,117,152,1017,,,https://www.nba.com/player/og-anunoby,https://www.nba.com/team/NYK,og-anunoby,1334,21.9,0.66,33.2,14.4
Olivier-Maxence Prosper,,MEM,,50,,925,,,,,,,,,,,,,,,,177,48,37,12,44,77,476,,,https://www.nba.com/player/olivier-maxence-prosper,https://www.nba.com/team/MEM,olivier-maxence-prosper,629,12.6,0.68,18.5,8.6
Olivier Sarr,,CLE,,1,,4,,,,,,,,,,,,,,,,0,0,0,0,0,2,1,,,https://www.nba.com/player/olivier-sarr,https://www.nba.com/team/CLE,olivier-sarr,-1,-1.0,-0.25,4.0,0.2
Omer Yurtseven,,GSW,,8,,75,,,,,,,,,,,,,,,,22,4,2,0,8,10,17,,,https://www.nba.com/player/omer-yurtseven,https://www.nba.com/team/GSW,omer-yurtseven,27,3.4,0.36,9.4,1.2
Onyeka Okongwu,,ATL,,69,,2143,,,,,,,,,,,,,,,,530,221,79,73,120,231,1060,,,https://www.nba.com/player/onyeka-okongwu,https://www.nba.com/team/ATL,onyeka-okongwu,1612,23.4,0.75,31.1,17.6
Orlando Robinson,,ORL,,4,,25,,,,,,,,,,,,,,,,4,3,1,0,0,3,7,,,https://www.nba.com/player/orlando-robinson,https://www.nba.com/team/ORL,orlando-robinson,12,3.0,0.48,6.2,1.4
Oscar Tshiebwe,,UTA,,21,,305,,,,,,,,,,,,,,,,112,23,10,3,10,25,127,,,https://www.nba.com/player/oscar-tshiebwe,https://www.nba.com/team/UTA,oscar-tshiebwe,240,11.4,0.79,14.5,9.0
Oso Ighodaro,,PHX,,75,,1666,,,,,,,,,,,,,,,,373,169,70,48,94,200,492,,,https://www.nba.com/player/oso-ighodaro,https://www.nba.com/team/PHX,oso-ighodaro,858,11.4,0.52,22.2,5.9
Ousmane Dieng,,MIL,,49,,835,,,,,,,,,,,,,,,,126,87,21,15,46,66,308,,,https://www.nba.com/player/ousmane-dieng,https://www.nba.com/team/MIL,ousmane-dieng,445,9.1,0.53,17.0,4.8
Pacôme Dadiet,,NYK,,25,,93,,,,,,,,,,,,,,,,20,10,3,1,2,5,29,,,https://www.nba.com/player/pacome-dadiet,https://www.nba.com/team/NYK,pacome-dadiet,56,2.2,0.6,3.7,1.3
Paolo Banchero,,ORL,,64,,2237,,,,,,,,,,,,,,,,532,324,42,39,193,123,1448,,,https://www.nba.com/player/paolo-banchero,https://www.nba.com/team/ORL,paolo-banchero,2069,32.3,0.92,35.0,29.9
Pascal Siakam,,IND,,60,,2001,,,,,,,,,,,,,,,,400,229,67,25,136,146,1430,,,https://www.nba.com/player/pascal-siakam,https://www.nba.com/team/IND,pascal-siakam,1869,31.2,0.93,33.4,29.1
Pat Connaughton,,CHA,,36,,264,,,,,,,,,,,,,,,,53,17,10,1,9,8,101,,,https://www.nba.com/player/pat-connaughton,https://www.nba.com/team/CHA,pat-connaughton,165,4.6,0.62,7.3,2.9
Pat Spencer,,GSW,,59,,1051,,,,,,,,,,,,,,,,138,204,44,4,72,69,408,,,https://www.nba.com/player/pat-spencer,https://www.nba.com/team/GSW,pat-spencer,657,11.1,0.63,17.8,7.0
Patrick Baldwin Jr.,,SAC,,9,,102,,,,,,,,,,,,,,,,23,5,3,5,5,15,33,,,https://www.nba.com/player/patrick-baldwin,https://www.nba.com/team/SAC,patrick-baldwin,49,5.4,0.48,11.3,2.6
Patrick Williams,,CHI,,65,,1282,,,,,,,,,,,,,,,,184,84,40,22,63,82,437,,,https://www.nba.com/player/patrick-williams,https://www.nba.com/team/CHI,patrick-williams,622,9.6,0.49,19.7,4.6
Paul George,,PHI,,30,,921,,,,,,,,,,,,,,,,162,108,49,15,48,69,504,,,https://www.nba.com/player/paul-george,https://www.nba.com/team/PHI,paul-george,721,24.0,0.78,30.7,18.8
Paul Reed,,DET,,58,,794,,,,,,,,,,,,,,,,259,68,50,52,53,104,431,,,https://www.nba.com/player/paul-reed,https://www.nba.com/team/DET,paul-reed,703,12.1,0.89,13.7,10.7
Payton Pritchard,,BOS,,73,,2373,,,,,,,,,,,,,,,,295,376,54,9,102,108,1242,,,https://www.nba.com/player/payton-pritchard,https://www.nba.com/team/BOS,payton-pritchard,1766,24.2,0.74,32.5,18.0
Payton Sandfort,,OKC,,2,,7,,,,,,,,,,,,,,,,2,0,0,0,1,5,4,,,https://www.nba.com/player/payton-sandfort,https://www.nba.com/team/OKC,payton-sandfort,0,0.0,0.0,3.5,0.0
Pelle Larsson,,MIA,,65,,1702,,,,,,,,,,,,,,,,227,217,45,15,90,134,725,,,https://www.nba.com/player/pelle-larsson,https://www.nba.com/team/MIA,pelle-larsson,1005,15.5,0.59,26.2,9.1
Pete Nance,,MIL,,41,,580,,,,,,,,,,,,,,,,98,34,11,10,20,46,193,,,https://www.nba.com/player/pete-nance,https://www.nba.com/team/MIL,pete-nance,280,6.8,0.48,14.1,3.3
Peyton Watson,,DEN,,53,,1588,,,,,,,,,,,,,,,,261,111,50,61,92,135,783,,,https://www.nba.com/player/peyton-watson,https://www.nba.com/team/DEN,peyton-watson,1039,19.6,0.65,30.0,12.8
PJ Hall,,CHA,,19,,213,,,,,,,,,,,,,,,,75,10,3,10,16,22,86,,,https://www.nba.com/player/pj-hall,https://www.nba.com/team/CHA,pj-hall,146,7.7,0.69,11.2,5.3
P.J. Washington,,DAL,,55,,1706,,,,,,,,,,,,,,,,388,98,55,60,92,117,778,,,https://www.nba.com/player/pj-washington,https://www.nba.com/team/DAL,pj-washington,1170,21.3,0.69,31.0,14.6
Precious Achiuwa,,SAC,,67,,1568,,,,,,,,,,,,,,,,438,86,61,46,54,112,643,,,https://www.nba.com/player/precious-achiuwa,https://www.nba.com/team/SAC,precious-achiuwa,1108,16.5,0.71,23.4,11.7
Quentin Grimes,,PHI,,68,,2047,,,,,,,,,,,,,,,,252,235,62,26,126,140,935,,,https://www.nba.com/player/quentin-grimes,https://www.nba.com/team/PHI,quentin-grimes,1244,18.3,0.61,30.1,11.1
Quenton Jackson,,IND,,42,,719,,,,,,,,,,,,,,,,92,100,22,6,51,66,351,,,https://www.nba.com/player/quenton-jackson,https://www.nba.com/team/IND,quenton-jackson,454,10.8,0.63,17.1,6.8
Quinten Post,,GSW,,67,,1159,,,,,,,,,,,,,,,,269,94,26,35,56,125,513,,,https://www.nba.com/player/quinten-post,https://www.nba.com/team/GSW,quinten-post,756,11.3,0.65,17.3,7.4
Rasheer Fleming,,PHX,,49,,573,,,,,,,,,,,,,,,,111,12,19,19,18,56,202,,,https://www.nba.com/player/rasheer-fleming,https://www.nba.com/team/PHX,rasheer-fleming,289,5.9,0.5,11.7,3.0
Rayan Rupert,,MEM,,60,,927,,,,,,,,,,,,,,,,150,48,46,6,41,109,258,,,https://www.nba.com/player/rayan-rupert,https://www.nba.com/team/MEM,rayan-rupert,358,6.0,0.39,15.4,2.3
RayJ Dennis,,ATL,,16,,180,,,,,,,,,,,,,,,,23,30,4,4,15,17,64,,,https://www.nba.com/player/rayj-dennis,https://www.nba.com/team/ATL,rayj-dennis,93,5.8,0.52,11.2,3.0
Reed Sheppard,,HOU,,74,,1944,,,,,,,,,,,,,,,,215,252,111,50,118,157,991,,,https://www.nba.com/player/reed-sheppard,https://www.nba.com/team/HOU,reed-sheppard,1344,18.2,0.69,26.3,12.6
Riley Minix,,CLE,,6,,24,,,,,,,,,,,,,,,,5,4,1,0,2,3,19,,,https://www.nba.com/player/riley-minix,https://www.nba.com/team/CLE,riley-minix,24,4.0,1.0,4.0,4.0
RJ Barrett,,TOR,,50,,1499,,,,,,,,,,,,,,,,264,166,39,15,84,130,950,,,https://www.nba.com/player/rj-barrett,https://www.nba.com/team/TOR,rj-barrett,1220,24.4,0.81,30.0,19.9
Rob Dillingham,,CHI,,58,,792,,,,,,,,,,,,,,,,100,125,41,5,77,100,312,,,https://www.nba.com/player/rob-dillingham,https://www.nba.com/team/CHI,rob-dillingham,406,7.0,0.51,13.7,3.6
Robert Williams III,,POR,,53,,891,,,,,,,,,,,,,,,,366,53,32,81,44,66,356,,,https://www.nba.com/player/robert-williams,https://www.nba.com/team/POR,robert-williams,778,14.7,0.87,16.8,12.8
Rocco Zikarsky,,MIN,,4,,16,,,,,,,,,,,,,,,,5,0,0,3,0,1,6,,,https://www.nba.com/player/rocco-zikarsky,https://www.nba.com/team/MIN,rocco-zikarsky,13,3.2,0.81,4.0,2.6
Ron Harper Jr.,,BOS,,25,,263,,,,,,,,,,,,,,,,40,16,5,9,5,20,89,,,https://www.nba.com/player/ron-harper,https://www.nba.com/team/BOS,ron-harper,134,5.4,0.51,10.5,2.7
Ronald Holland II,,DET,,71,,1420,,,,,,,,,,,,,,,,294,90,85,23,92,164,581,,,https://www.nba.com/player/ronald-holland,https://www.nba.com/team/DET,ronald-holland,817,11.5,0.58,20.0,6.6
Royce O'Neale,,PHX,,72,,2081,,,,,,,,,,,,,,,,346,198,80,29,98,165,717,,,https://www.nba.com/player/royce-oneale,https://www.nba.com/team/PHX,royce-oneale,1107,15.4,0.53,28.9,8.2
Rudy Gobert,,MIN,,72,,2260,,,,,,,,,,,,,,,,827,121,56,120,99,190,801,,,https://www.nba.com/player/rudy-gobert,https://www.nba.com/team/MIN,rudy-gobert,1636,22.7,0.72,31.4,16.4
Rui Hachimura,,LAL,,61,,1735,,,,,,,,,,,,,,,,198,50,33,18,38,98,679,,,https://www.nba.com/player/rui-hachimura,https://www.nba.com/team/LAL,rui-hachimura,842,13.8,0.49,28.4,6.7
Russell Westbrook,,SAC,,64,,1853,,,,,,,,,,,,,,,,348,426,83,12,209,147,971,,,https://www.nba.com/player/russell-westbrook,https://www.nba.com/team/SAC,russell-westbrook,1484,23.2,0.8,29.0,18.6
Ryan Dunn,,PHX,,65,,1274,,,,,,,,,,,,,,,,278,94,58,27,52,129,386,,,https://www.nba.com/player/ryan-dunn,https://www.nba.com/team/PHX,ryan-dunn,662,10.2,0.52,19.6,5.3
Ryan Kalkbrenner,,CHA,,62,,1338,,,,,,,,,,,,,,,,342,48,30,90,58,98,479,,,https://www.nba.com/player/ryan-kalkbrenner,https://www.nba.com/team/CHA,ryan-kalkbrenner,833,13.4,0.62,21.6,8.4
Ryan Nembhard,,DAL,,54,,1001,,,,,,,,,,,,,,,,105,263,19,1,74,70,337,,,https://www.nba.com/player/ryan-nembhard,https://www.nba.com/team/DAL,ryan-nembhard,581,10.8,0.58,18.5,6.2
Ryan Rollins,,MIL,,71,,2275,,,,,,,,,,,,,,,,325,396,106,30,193,188,1210,,,https://www.nba.com/player/ryan-rollins,https://www.nba.com/team/MIL,ryan-rollins,1686,23.7,0.74,32.0,17.6
