"SportswsId","SportswsShortName","SportswsTeam","SportswsPosition","SportswsUrl","SportswsClean"
"/nba/shaquille-harrison","S. Harrison","*FA","G","https://sports.ws/nba/shaquille-harrison","shaquille_harrison"
"/nba/damion-lee","D. Lee","PHO","GF","https://sports.ws/nba/damion-lee","damion_lee"
"/nba/deandre-ayton","D. Ayton","PHO","C","https://sports.ws/nba/deandre-ayton","deandre_ayton"
"/nba/marvin-bagley-iii","M. Bagley III","DET","C","https://sports.ws/nba/marvin-bagley-iii","marvin_bagley_iii"
"/nba/luka-doncic","L. Doncic","DAL","G","https://sports.ws/nba/luka-doncic","luka_doncic"
"/nba/jaren-jackson-jr","J. Jackson Jr.","MEM","FC","https://sports.ws/nba/jaren-jackson-jr","jaren_jackson_jr"
"/nba/mohamed-bamba","M. Bamba","PHI","C","https://sports.ws/nba/mohamed-bamba","mohamed_bamba"
"/nba/shai-gilgeous-alexander","S. Gilgeous-Alexander","OKL","G","https://sports.ws/nba/shai-gilgeous-alexander","shai_gilgeous_alexander"
"/nba/wendell-carter-jr","W. Carter Jr.","ORL","C","https://sports.ws/nba/wendell-carter-jr","wendell_carter_jr"
"/nba/michael-porter-jr","M. Porter Jr.","DEN","F","https://sports.ws/nba/michael-porter-jr","michael_porter_jr"
"/nba/kevin-knox","K. Knox","*FA","F","https://sports.ws/nba/kevin-knox","kevin_knox"
"/nba/mikal-bridges","M. Bridges","BKL","GF","https://sports.ws/nba/mikal-bridges","mikal_bridges"
"/nba/collin-sexton","C. Sexton","UTA","G","https://sports.ws/nba/collin-sexton","collin_sexton"
"/nba/trae-young","T. Young","ATL","G","https://sports.ws/nba/trae-young","trae_young"
"/nba/lonnie-walker","L. Walker IV","BKL","GF","https://sports.ws/nba/lonnie-walker","lonnie_walker"
"/nba/aaron-holiday","A. Holiday","HOU","G","https://sports.ws/nba/aaron-holiday","aaron_holiday"
"/nba/donte-divincenzo","D. DiVincenzo","NYK","G","https://sports.ws/nba/donte-divincenzo","donte_divincenzo"
"/nba/robert-williams","R. Williams III","BOS","FC","https://sports.ws/nba/robert-williams","robert_williams"
"/nba/kevin-huerter","K. Huerter","SAC","GF","https://sports.ws/nba/kevin-huerter","kevin_huerter"
"/nba/grayson-allen","G. Allen","MIL","GF","https://sports.ws/nba/grayson-allen","grayson_allen"
"/nba/troy-brown-jr","T. Brown Jr.","MIN","F","https://sports.ws/nba/troy-brown-jr","troy_brown_jr"
"/nba/anfernee-simons","A. Simons","POR","G","https://sports.ws/nba/anfernee-simons","anfernee_simons"
"/nba/deanthony-melton","D. Melton","PHI","G","https://sports.ws/nba/deanthony-melton","deanthony_melton"
"/nba/josh-okogie","J. Okogie","PHO","G","https://sports.ws/nba/josh-okogie","josh_okogie"
"/nba/keita-bates-diop","K. Bates-Diop","PHO","F","https://sports.ws/nba/keita-bates-diop","keita_bates_diop"
"/nba/jalen-brunson","J. Brunson","NYK","G","https://sports.ws/nba/jalen-brunson","jalen_brunson"
"/nba/moritz-wagner","M. Wagner","ORL","C","https://sports.ws/nba/moritz-wagner","moritz_wagner"
"/nba/bruce-brown-jr","B. Brown","IND","GF","https://sports.ws/nba/bruce-brown-jr","bruce_brown_jr"
"/nba/devonte-graham","D. Graham","SAS","G","https://sports.ws/nba/devonte-graham","devonte_graham"
"/nba/landry-shamet","L. Shamet","WAS","G","https://sports.ws/nba/landry-shamet","landry_shamet"
"/nba/jevon-carter","J. Carter","CHI","G","https://sports.ws/nba/jevon-carter","jevon_carter"
"/nba/mitchell-robinson","M. Robinson","NYK","C","https://sports.ws/nba/mitchell-robinson","mitchell_robinson"
"/nba/hamidou-diallo","H. Diallo","*FA","GF","https://sports.ws/nba/hamidou-diallo","hamidou_diallo"
"/nba/gary-trent-jr","G. Trent Jr.","TOR","G","https://sports.ws/nba/gary-trent-jr","gary_trent_jr"
"/nba/jarred-vanderbilt","J. Vanderbilt","LAL","F","https://sports.ws/nba/jarred-vanderbilt","jarred_vanderbilt"
"/nba/shake-milton","S. Milton","MIN","G","https://sports.ws/nba/shake-milton","shake_milton"
"/nba/alize-johnson","A. Johnson","*FA","GF","https://sports.ws/nba/alize-johnson","alize_johnson"
"/nba/theo-pinson","T. Pinson","*FA","F","https://sports.ws/nba/theo-pinson","theo_pinson"
"/nba/chimezie-metu","C. Metu","PHO","FC","https://sports.ws/nba/chimezie-metu","chimezie_metu"
"/nba/kenrich-williams","K. Williams","OKL","F","https://sports.ws/nba/kenrich-williams","kenrich_williams"
"/nba/sviatoslav-mykhailiuk","S. Mykhailiuk","*FA","GF","https://sports.ws/nba/sviatoslav-mykhailiuk","sviatoslav_mykhailiuk"
"/nba/duncan-robinson","D. Robinson","MIA","F","https://sports.ws/nba/duncan-robinson","duncan_robinson"
"/nba/yuta-watanabe","Y. Watanabe","PHO","F","https://sports.ws/nba/yuta-watanabe","yuta_watanabe"
"/nba/wenyen-gabriel","W. Gabriel","*FA","FC","https://sports.ws/nba/wenyen-gabriel","wenyen_gabriel"
"/nba/deonte-burton","D. Burton","*FA","F","https://sports.ws/nba/deonte-burton","deonte_burton"
