Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Frank Jackson,23,DET,PG,53,7,1164,194,483,.402,86,279,.308,108,204,.529,.491,86,104,.827,19,68,87,55,27,9,38,89,560,0,,https://www.basketball-reference.com/players/j/jacksfr01.html,https://www.basketball-reference.com/teams/DET/2022.html,frank-jackson,611,11.5,0.52,22.0,6.1
Frank Kaminsky,28,PHO,C,9,0,181,36,66,.545,5,15,.333,31,51,.608,.583,18,20,.900,11,30,41,13,8,7,5,14,95,0,,https://www.basketball-reference.com/players/k/kaminfr01.html,https://www.basketball-reference.com/teams/PHO/2022.html,frank-kaminsky,145,16.1,0.8,20.1,12.9
Frank Ntilikina,23,DAL,SG,58,5,685,89,223,.399,38,111,.342,51,112,.455,.484,24,25,.960,12,67,79,69,27,7,31,61,240,0,,https://www.basketball-reference.com/players/n/ntilila01.html,https://www.basketball-reference.com/teams/DAL/2022.html,frank-ntilikina,330,5.7,0.48,11.8,2.7
Franz Wagner,20,ORL,SF,79,79,2429,456,975,.468,96,271,.354,360,704,.511,.517,189,219,.863,84,272,356,231,68,34,119,164,1197,0,ROY-5,https://www.basketball-reference.com/players/w/wagnefr01.html,https://www.basketball-reference.com/teams/ORL/2022.html,franz-wagner,1603,20.3,0.66,30.7,13.4
Fred VanVleet,27,TOR,PG,65,65,2462,442,1097,.403,242,642,.377,200,455,.440,.513,194,222,.874,44,245,289,434,111,35,170,162,1320,1,AS,https://www.basketball-reference.com/players/v/vanvlfr01.html,https://www.basketball-reference.com/teams/TOR/2022.html,fred-vanvleet,1857,28.6,0.75,37.9,21.5
Freddie Gillespie,24,ORL,PF,9,2,119,9,22,.409,0,1,.000,9,21,.429,.409,3,7,.429,13,23,36,5,3,9,5,18,21,0,,https://www.basketball-reference.com/players/g/gillefr01.html,https://www.basketball-reference.com/teams/ORL/2022.html,freddie-gillespie,51,5.7,0.43,13.2,2.4
Furkan Korkmaz,24,PHI,SG,67,19,1414,182,470,.387,77,266,.289,105,204,.515,.469,68,84,.810,22,153,175,127,33,9,48,58,509,0,,https://www.basketball-reference.com/players/k/korkmfu01.html,https://www.basketball-reference.com/teams/PHI/2022.html,furkan-korkmaz,747,11.1,0.53,21.1,5.9
Gabe Vincent,25,MIA,PG,68,27,1589,214,513,.417,119,323,.368,95,190,.500,.533,44,54,.815,22,104,126,210,62,12,98,158,591,0,,https://www.basketball-reference.com/players/v/vincega01.html,https://www.basketball-reference.com/teams/MIA/2022.html,gabe-vincent,745,11.0,0.47,23.4,5.1
Gabe York,28,IND,SG,2,0,21,2,7,.286,1,6,.167,1,1,1.000,.357,3,5,.600,0,2,2,4,2,1,1,4,8,0,,https://www.basketball-reference.com/players/y/yorkga01.html,https://www.basketball-reference.com/teams/IND/2022.html,gabe-york,12,6.0,0.57,10.5,3.4
Gabriel Deck,26,OKC,PF,7,0,56,8,14,.571,2,4,.500,6,10,.600,.643,0,0,,1,5,6,5,1,0,2,2,18,0,,https://www.basketball-reference.com/players/d/deckga01.html,https://www.basketball-reference.com/teams/OKC/2022.html,gabriel-deck,26,3.7,0.46,8.0,1.7
Gabriel Lundberg,27,PHO,SG,4,0,44,5,19,.263,3,8,.375,2,11,.182,.342,0,0,,2,5,7,11,3,0,3,7,13,0,,https://www.basketball-reference.com/players/l/lundbga01.html,https://www.basketball-reference.com/teams/PHO/2022.html,gabriel-lundberg,24,6.0,0.55,11.0,3.3
Garrett Temple,35,NOP,SG,59,16,1098,111,295,.376,59,185,.319,52,110,.473,.476,28,41,.683,29,114,143,74,43,23,42,81,309,0,,https://www.basketball-reference.com/players/t/templga01.html,https://www.basketball-reference.com/teams/NOP/2022.html,garrett-temple,469,7.9,0.43,18.6,3.4
Garrison Mathews,25,HOU,SG,65,33,1712,184,461,.399,139,386,.360,45,75,.600,.550,143,180,.794,32,158,190,64,57,24,41,168,650,0,,https://www.basketball-reference.com/players/m/mathega01.html,https://www.basketball-reference.com/teams/HOU/2022.html,garrison-mathews,776,11.9,0.45,26.3,5.4
Gary Clark,27,NOP,PF,38,1,378,33,88,.375,28,70,.400,5,18,.278,.534,7,10,.700,23,67,90,18,13,7,10,20,101,0,,https://www.basketball-reference.com/players/c/clarkga01.html,https://www.basketball-reference.com/teams/NOP/2022.html,gary-clark,199,5.2,0.53,9.9,2.8
Gary Harris,27,ORL,SG,61,30,1730,240,553,.434,116,302,.384,124,251,.494,.539,83,95,.874,36,86,122,108,59,9,61,112,679,0,,https://www.basketball-reference.com/players/h/harriga01.html,https://www.basketball-reference.com/teams/ORL/2022.html,gary-harris,804,13.2,0.46,28.4,6.1
Gary Payton II,29,GSW,SG,71,16,1248,212,344,.616,43,120,.358,169,224,.754,.679,35,58,.603,72,175,247,64,96,22,40,131,502,0,,https://www.basketball-reference.com/players/p/paytoga02.html,https://www.basketball-reference.com/teams/GSW/2022.html,gary-payton,760,10.7,0.61,17.6,6.5
Gary Trent Jr.,23,TOR,SG,70,69,2448,450,1086,.414,209,545,.383,241,541,.445,.511,174,204,.853,26,165,191,141,122,19,73,144,1283,0,,https://www.basketball-reference.com/players/t/trentga02.html,https://www.basketball-reference.com/teams/TOR/2022.html,gary-trent,1539,22.0,0.63,35.0,13.8
George Hill,35,MIL,PG,54,17,1253,118,275,.429,41,134,.306,77,141,.546,.504,57,62,.919,38,117,155,120,42,6,41,70,334,0,,https://www.basketball-reference.com/players/h/hillge01.html,https://www.basketball-reference.com/teams/MIL/2022.html,george-hill,546,10.1,0.44,23.2,4.4
George King,28,DAL,SF,4,0,19,0,5,.000,0,4,.000,0,1,.000,.000,1,2,.500,0,5,5,0,0,0,1,4,1,0,,https://www.basketball-reference.com/players/k/kingge03.html,https://www.basketball-reference.com/teams/DAL/2022.html,george-king,1,0.2,0.05,4.8,0.0
Georges Niang,28,PHI,PF,76,7,1736,246,563,.437,156,387,.403,90,176,.511,.575,52,59,.881,25,178,203,102,30,13,59,190,700,0,,https://www.basketball-reference.com/players/n/niangge01.html,https://www.basketball-reference.com/teams/PHI/2022.html,georges-niang,799,10.5,0.46,22.8,4.8
Georgios Kalaitzakis,23,2TM,SF,13,4,214,31,67,.463,10,26,.385,21,41,.512,.537,14,30,.467,6,15,21,12,11,2,20,19,86,0,,https://www.basketball-reference.com/players/k/kalaige01.html,0,georgios-kalaitzakis,93,7.2,0.43,16.5,3.1
Giannis Antetokounmpo,27,MIL,PF,67,67,2204,689,1245,.553,71,242,.293,618,1003,.616,.582,553,766,.722,134,644,778,388,72,91,219,212,2002,4,"MVP-3,DPOY-6,AS,NBA1",https://www.basketball-reference.com/players/a/antetgi01.html,https://www.basketball-reference.com/teams/MIL/2022.html,giannis-antetokounmpo,2900,43.3,1.32,32.9,57.0
Goga Bitadze,22,IND,C,50,16,729,131,252,.520,23,80,.288,108,172,.628,.565,64,94,.681,79,98,177,55,21,42,46,107,349,0,,https://www.basketball-reference.com/players/b/bitadgo01.html,https://www.basketball-reference.com/teams/IND/2022.html,goga-bitadze,491,9.8,0.67,14.6,6.6
Goran Dragić,35,2TM,PG,21,8,498,57,151,.377,16,63,.254,41,88,.466,.430,27,33,.818,13,52,65,86,19,4,34,45,157,0,,https://www.basketball-reference.com/players/d/dragigo01.html,0,goran-dragic,252,12.0,0.51,23.7,6.1
Gordon Hayward,31,CHO,SF,49,48,1564,283,617,.459,86,220,.391,197,397,.496,.528,126,149,.846,38,186,224,177,47,22,81,85,778,0,,https://www.basketball-reference.com/players/h/haywago01.html,https://www.basketball-reference.com/teams/CHO/2022.html,gordon-hayward,1082,22.1,0.69,31.9,15.3
Gorgui Dieng,32,ATL,C,44,3,371,53,112,.473,29,68,.426,24,44,.545,.603,19,26,.731,32,89,121,34,11,13,20,52,154,0,,https://www.basketball-reference.com/players/d/dienggo01.html,https://www.basketball-reference.com/teams/ATL/2022.html,gorgui-dieng,261,5.9,0.7,8.4,4.2
Grant Williams,23,BOS,PF,77,21,1875,205,432,.475,106,258,.411,99,174,.569,.597,86,95,.905,64,210,274,78,38,57,62,186,602,0,,https://www.basketball-reference.com/players/w/willigr01.html,https://www.basketball-reference.com/teams/BOS/2022.html,grant-williams,801,10.4,0.43,24.4,4.4
Grayson Allen,26,MIL,SG,66,61,1805,255,569,.448,159,389,.409,96,180,.533,.588,64,74,.865,32,190,222,100,46,18,43,96,733,0,,https://www.basketball-reference.com/players/a/allengr01.html,https://www.basketball-reference.com/teams/MIL/2022.html,grayson-allen,980,14.8,0.54,27.3,8.1
Greg Brown III,20,POR,SF,48,6,640,81,190,.426,19,61,.311,62,129,.481,.476,44,65,.677,38,97,135,35,26,24,36,90,225,0,,https://www.basketball-reference.com/players/b/browngr01.html,https://www.basketball-reference.com/teams/POR/2022.html,greg-brown,319,6.6,0.5,13.3,3.3
Greg Monroe,31,4TM,C,14,0,195,32,57,.561,0,0,,32,57,.561,.561,12,23,.522,30,34,64,22,8,10,12,24,76,0,,https://www.basketball-reference.com/players/m/monrogr01.html,0,greg-monroe,144,10.3,0.74,13.9,7.6
Hamidou Diallo,23,DET,SG,58,29,1269,261,526,.496,23,93,.247,238,433,.550,.518,91,140,.650,69,208,277,73,71,17,58,143,636,0,,https://www.basketball-reference.com/players/d/diallha01.html,https://www.basketball-reference.com/teams/DET/2022.html,hamidou-diallo,873,15.1,0.69,21.9,10.4
Harrison Barnes,29,SAC,PF,77,77,2580,391,834,.469,142,360,.394,249,474,.525,.554,341,413,.826,82,350,432,186,53,14,118,94,1265,0,,https://www.basketball-reference.com/players/b/barneha02.html,https://www.basketball-reference.com/teams/SAC/2022.html,harrison-barnes,1738,22.6,0.67,33.5,15.2
Hassan Whiteside,32,UTA,C,65,8,1162,215,330,.652,0,0,,215,330,.652,.652,104,167,.623,166,328,494,26,22,103,53,179,534,0,,https://www.basketball-reference.com/players/w/whiteha01.html,https://www.basketball-reference.com/teams/UTA/2022.html,hassan-whiteside,947,14.6,0.81,17.9,11.9
Hassani Gravett,25,ORL,PG,8,3,171,18,38,.474,11,26,.423,7,12,.583,.618,3,4,.750,1,20,21,20,5,1,9,13,50,0,,https://www.basketball-reference.com/players/g/graveha01.html,https://www.basketball-reference.com/teams/ORL/2022.html,hassani-gravett,75,9.4,0.44,21.4,4.1
Haywood Highsmith,25,MIA,SF,19,1,163,16,46,.348,9,28,.321,7,18,.389,.446,2,5,.400,10,16,26,6,2,3,3,13,43,0,,https://www.basketball-reference.com/players/h/highsha01.html,https://www.basketball-reference.com/teams/MIA/2022.html,haywood-highsmith,64,3.4,0.39,8.6,1.3
Herbert Jones,23,NOP,PF,78,69,2335,274,576,.476,57,169,.337,217,407,.533,.525,137,163,.840,98,198,296,167,130,60,100,238,742,0,ROY-6,https://www.basketball-reference.com/players/j/joneshe01.html,https://www.basketball-reference.com/teams/NOP/2022.html,herbert-jones,1057,13.6,0.45,29.9,6.1
Ignas Brazdeikis,23,ORL,SF,42,1,536,81,188,.431,27,87,.310,54,101,.535,.503,21,32,.656,23,49,72,37,10,3,17,48,210,0,,https://www.basketball-reference.com/players/b/brazdig01.html,https://www.basketball-reference.com/teams/ORL/2022.html,ignas-brazdeikis,267,6.4,0.5,12.8,3.2
Immanuel Quickley,22,NYK,PG,78,3,1802,284,724,.392,137,396,.346,147,328,.448,.487,177,201,.881,31,216,247,275,54,3,99,167,882,2,6MOY-10,https://www.basketball-reference.com/players/q/quickim01.html,https://www.basketball-reference.com/teams/NYK/2022.html,immanuel-quickley,1195,15.3,0.66,23.1,10.2
Isaac Bonga,22,TOR,SF,15,0,69,3,13,.231,1,4,.250,2,9,.222,.269,5,8,.625,4,3,7,4,8,2,2,10,12,0,,https://www.basketball-reference.com/players/b/bongais01.html,https://www.basketball-reference.com/teams/TOR/2022.html,isaac-bonga,21,1.4,0.3,4.6,0.4
Isaac Okoro,21,CLE,SF,67,61,1981,207,431,.480,55,157,.350,152,274,.555,.544,119,155,.768,72,129,201,121,56,22,58,164,588,0,,https://www.basketball-reference.com/players/o/okorois01.html,https://www.basketball-reference.com/teams/CLE/2022.html,isaac-okoro,766,11.4,0.39,29.6,4.4
Isaiah Hartenstein,23,LAC,C,68,0,1216,229,366,.626,14,30,.467,215,336,.640,.645,91,132,.689,117,215,332,160,50,77,84,167,563,0,,https://www.basketball-reference.com/players/h/harteis01.html,https://www.basketball-reference.com/teams/LAC/2022.html,isaiah-hartenstein,931,13.7,0.77,17.9,10.5
Isaiah Jackson,20,IND,C,36,15,541,116,206,.563,5,16,.313,111,190,.584,.575,60,88,.682,60,89,149,10,25,52,40,92,297,0,,https://www.basketball-reference.com/players/j/jacksis01.html,https://www.basketball-reference.com/teams/IND/2022.html,isaiah-jackson,401,11.1,0.74,15.0,8.3
Isaiah Joe,22,PHI,SG,55,1,609,62,177,.350,45,135,.333,17,42,.405,.477,29,31,.935,6,50,56,35,14,3,19,47,198,0,,https://www.basketball-reference.com/players/j/joeis01.html,https://www.basketball-reference.com/teams/PHI/2022.html,isaiah-joe,240,4.4,0.39,11.1,1.7
Isaiah Livers,23,DET,SF,19,5,383,41,90,.456,27,64,.422,14,26,.538,.606,12,14,.857,15,42,57,21,13,7,15,37,121,0,,https://www.basketball-reference.com/players/l/liveris01.html,https://www.basketball-reference.com/teams/DET/2022.html,isaiah-livers,167,8.8,0.44,20.2,3.8
Isaiah Roby,23,OKC,PF,45,28,948,166,323,.514,44,99,.444,122,224,.545,.582,78,116,.672,75,142,217,71,36,34,43,109,454,0,,https://www.basketball-reference.com/players/r/robyis01.html,https://www.basketball-reference.com/teams/OKC/2022.html,isaiah-roby,660,14.7,0.7,21.1,10.2
Isaiah Stewart,20,DET,C,71,71,1816,250,490,.510,15,46,.326,235,444,.529,.526,74,103,.718,226,391,617,82,22,78,85,211,589,0,,https://www.basketball-reference.com/players/s/stewais01.html,https://www.basketball-reference.com/teams/DET/2022.html,isaiah-stewart,1092,15.4,0.6,25.6,9.2
Isaiah Thomas,32,3TM,PG,22,1,333,67,167,.401,28,83,.337,39,84,.464,.485,22,26,.846,4,25,29,34,7,5,15,34,184,0,,https://www.basketball-reference.com/players/t/thomais02.html,0,isaiah-thomas,210,9.5,0.63,15.1,6.0
Isaiah Todd,20,WAS,PF,12,0,74,7,26,.269,4,16,.250,3,10,.300,.346,2,6,.333,3,9,12,4,4,2,4,4,20,0,,https://www.basketball-reference.com/players/t/toddis01.html,https://www.basketball-reference.com/teams/WAS/2022.html,isaiah-todd,34,2.8,0.46,6.2,1.3
Ish Smith,33,2TM,PG,65,1,1126,185,430,.430,25,67,.373,160,363,.441,.459,15,24,.625,25,115,140,244,47,23,78,78,410,0,,https://www.basketball-reference.com/players/s/smithis01.html,0,ish-smith,708,10.9,0.63,17.3,6.8
Ish Wainright,27,PHO,PF,45,0,359,41,104,.394,19,59,.322,22,45,.489,.486,7,12,.583,27,27,54,15,20,6,13,49,108,0,,https://www.basketball-reference.com/players/w/wainris01.html,https://www.basketball-reference.com/teams/PHO/2022.html,ish-wainright,141,3.1,0.39,8.0,1.2
Ivica Zubac,24,LAC,C,76,76,1852,310,495,.626,0,0,,310,495,.626,.626,165,227,.727,217,427,644,120,36,77,114,203,785,0,,https://www.basketball-reference.com/players/z/zubaciv01.html,https://www.basketball-reference.com/teams/LAC/2022.html,ivica-zubac,1345,17.7,0.73,24.4,12.9
Ja Morant,22,MEM,PG,57,57,1889,580,1177,.493,88,256,.344,492,921,.534,.530,316,415,.761,77,248,325,384,66,22,196,86,1564,1,"MVP-7,MIP-1,AS,NBA2",https://www.basketball-reference.com/players/m/moranja01.html,https://www.basketball-reference.com/teams/MEM/2022.html,ja-morant,2079,36.5,1.1,33.1,40.1
Jabari Parker,26,BOS,PF,12,0,112,18,38,.474,8,16,.500,10,22,.455,.579,9,9,1.000,5,23,28,6,4,1,8,13,53,0,,https://www.basketball-reference.com/players/p/parkeja01.html,https://www.basketball-reference.com/teams/BOS/2022.html,jabari-parker,71,5.9,0.63,9.3,3.8
Jaden McDaniels,21,MIN,PF,70,31,1803,255,554,.460,80,252,.317,175,302,.579,.532,57,71,.803,76,217,293,79,52,54,75,224,647,0,,https://www.basketball-reference.com/players/m/mcdanja02.html,https://www.basketball-reference.com/teams/MIN/2022.html,jaden-mcdaniels,826,11.8,0.46,25.8,5.4
Jaden Springer,19,PHI,SG,2,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,2,1,0,2,0,,https://www.basketball-reference.com/players/s/sprinja01.html,https://www.basketball-reference.com/teams/PHI/2022.html,jaden-springer,5,2.5,0.83,3.0,2.1
Jae Crowder,31,PHO,PF,67,67,1886,217,544,.399,127,365,.348,90,179,.503,.516,71,90,.789,30,324,354,124,95,30,55,173,632,0,,https://www.basketball-reference.com/players/c/crowdja01.html,https://www.basketball-reference.com/teams/PHO/2022.html,jae-crowder,1007,15.0,0.53,28.1,8.0
Jae'Sean Tate,26,HOU,PF,78,77,2056,363,729,.498,63,202,.312,300,527,.569,.541,130,184,.707,135,285,420,222,72,41,139,286,919,0,,https://www.basketball-reference.com/players/t/tateja01.html,https://www.basketball-reference.com/teams/HOU/2022.html,jaesean-tate,1249,16.0,0.61,26.4,9.7
Jahmi'us Ramsey,20,SAC,SG,19,0,134,24,58,.414,5,18,.278,19,40,.475,.457,7,14,.500,4,9,13,7,1,1,5,10,60,0,,https://www.basketball-reference.com/players/r/ramseja01.html,https://www.basketball-reference.com/teams/SAC/2022.html,jahmius-ramsey,67,3.5,0.5,7.1,1.8
Jaime Echenique,24,WAS,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,https://www.basketball-reference.com/players/e/echenja01.html,https://www.basketball-reference.com/teams/WAS/2022.html,jaime-echenique,0,0.0,0.0,3.0,0.0
Jake Layman,27,MIN,SF,34,1,231,30,73,.411,8,35,.229,22,38,.579,.466,13,18,.722,6,30,36,9,7,5,10,12,81,0,,https://www.basketball-reference.com/players/l/laymaja01.html,https://www.basketball-reference.com/teams/MIN/2022.html,jake-layman,116,3.4,0.5,6.8,1.7
Jakob Poeltl,26,SAS,C,68,67,1970,410,663,.618,1,1,1.000,409,662,.618,.619,94,190,.495,262,372,634,189,45,118,109,212,915,0,,https://www.basketball-reference.com/players/p/poeltja01.html,https://www.basketball-reference.com/teams/SAS/2022.html,jakob-poeltl,1580,23.2,0.8,29.0,18.6
Jalen Brunson,25,DAL,SG,79,61,2524,506,1008,.502,94,252,.373,412,756,.545,.549,179,213,.840,43,266,309,377,66,3,124,151,1285,0,,https://www.basketball-reference.com/players/b/brunsja01.html,https://www.basketball-reference.com/teams/DAL/2022.html,jalen-brunson,1765,22.3,0.7,31.9,15.6
Jalen Green,19,HOU,SG,67,67,2138,406,954,.426,157,458,.343,249,496,.502,.508,188,236,.797,33,193,226,176,44,18,135,103,1157,0,ROY-4,https://www.basketball-reference.com/players/g/greenja05.html,https://www.basketball-reference.com/teams/HOU/2022.html,jalen-green,1383,20.6,0.65,31.9,13.4
Jalen Johnson,20,ATL,PF,22,0,120,22,41,.537,3,13,.231,19,28,.679,.573,5,7,.714,2,24,26,3,3,2,9,9,52,0,,https://www.basketball-reference.com/players/j/johnsja05.html,https://www.basketball-reference.com/teams/ATL/2022.html,jalen-johnson,68,3.1,0.57,5.5,1.8
Jalen McDaniels,24,CHO,SF,55,2,895,123,254,.484,41,108,.380,82,146,.562,.565,53,72,.736,37,133,170,58,26,22,36,93,340,0,,https://www.basketball-reference.com/players/m/mcdanja01.html,https://www.basketball-reference.com/teams/CHO/2022.html,jalen-mcdaniels,487,8.9,0.54,16.3,4.8
Jalen Smith,21,2TM,PF,51,8,925,176,350,.503,40,122,.328,136,228,.596,.560,78,102,.765,101,206,307,24,15,41,42,96,470,0,,https://www.basketball-reference.com/players/s/smithja04.html,0,jalen-smith,719,14.1,0.78,18.1,11.0
Jalen Suggs,20,ORL,PG,48,45,1307,198,548,.361,42,196,.214,156,352,.443,.400,126,163,.773,26,145,171,209,59,19,143,142,564,0,,https://www.basketball-reference.com/players/s/suggsja01.html,https://www.basketball-reference.com/teams/ORL/2022.html,jalen-suggs,737,15.4,0.56,27.2,8.7
James Bouknight,21,CHO,SG,31,0,304,49,141,.348,17,49,.347,32,92,.348,.408,27,31,.871,22,30,52,26,7,1,15,29,142,0,,https://www.basketball-reference.com/players/b/bouknja01.html,https://www.basketball-reference.com/teams/CHO/2022.html,james-bouknight,184,5.9,0.61,9.8,3.6
James Ennis III,31,3TM,SF,7,0,56,11,24,.458,3,8,.375,8,16,.500,.521,4,5,.800,5,7,12,3,2,2,2,5,29,0,,https://www.basketball-reference.com/players/e/ennisja01.html,0,james-ennis,41,5.9,0.73,8.0,4.3
James Harden,32,2TM,PG,65,65,2419,407,992,.410,148,448,.330,259,544,.476,.485,470,536,.877,55,445,500,667,82,36,284,153,1432,11,AS,https://www.basketball-reference.com/players/h/hardeja01.html,0,james-harden,2280,35.1,0.94,37.2,33.1
James Johnson,34,BRK,PF,62,10,1191,144,307,.469,23,85,.271,121,222,.545,.507,29,55,.527,51,164,215,130,30,34,48,162,340,0,,https://www.basketball-reference.com/players/j/johnsja01.html,https://www.basketball-reference.com/teams/BRK/2022.html,james-johnson,539,8.7,0.45,19.2,3.9
Jamorko Pickett,24,DET,PF,13,0,176,18,50,.360,13,39,.333,5,11,.455,.490,1,2,.500,6,26,32,7,0,7,5,12,50,0,,https://www.basketball-reference.com/players/p/pickeja01.html,https://www.basketball-reference.com/teams/DET/2022.html,jamorko-pickett,79,6.1,0.45,13.5,2.7
JaMychal Green,31,DEN,PF,67,8,1085,159,327,.486,33,124,.266,126,203,.621,.537,81,93,.871,81,200,281,59,43,26,57,158,432,0,,https://www.basketball-reference.com/players/g/greenja01.html,https://www.basketball-reference.com/teams/DEN/2022.html,jamychal-green,626,9.3,0.58,16.2,5.4
JaQuori McLaughlin,24,DAL,PG,4,0,11,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,0,0,0,2,0,0,0,1,0,0,,https://www.basketball-reference.com/players/m/mclauja01.html,https://www.basketball-reference.com/teams/DAL/2022.html,jaquori-mclaughlin,1,0.2,0.09,2.8,0.0
Jared Butler,21,UTA,SG,42,1,360,61,151,.404,28,88,.318,33,63,.524,.497,11,16,.688,5,40,45,63,17,8,33,47,161,0,,https://www.basketball-reference.com/players/b/butleja02.html,https://www.basketball-reference.com/teams/UTA/2022.html,jared-butler,214,5.1,0.59,8.6,3.0
Jared Harper,24,NOP,PG,5,0,43,14,26,.538,5,12,.417,9,14,.643,.635,4,4,1.000,2,0,2,14,4,1,2,5,37,0,,https://www.basketball-reference.com/players/h/harpeja01.html,https://www.basketball-reference.com/teams/NOP/2022.html,jared-harper,51,10.2,1.19,8.6,12.1
Jaren Jackson Jr.,22,MEM,PF,78,78,2126,430,1036,.415,128,401,.319,302,635,.476,.477,284,345,.823,119,335,454,86,73,177,130,272,1272,0,DPOY-5,https://www.basketball-reference.com/players/j/jacksja02.html,https://www.basketball-reference.com/teams/MEM/2022.html,jaren-jackson,1660,21.3,0.78,27.3,16.6
Jarred Vanderbilt,22,MIN,PF,74,67,1880,212,361,.587,2,14,.143,210,347,.605,.590,86,131,.656,215,409,624,94,99,46,73,181,512,0,,https://www.basketball-reference.com/players/v/vandeja01.html,https://www.basketball-reference.com/teams/MIN/2022.html,jarred-vanderbilt,1121,15.1,0.6,25.4,9.0
Jarrett Allen,23,CLE,C,56,56,1810,369,545,.677,1,10,.100,368,535,.688,.678,165,233,.708,192,410,602,92,44,75,94,97,904,0,AS,https://www.basketball-reference.com/players/a/allenja01.html,https://www.basketball-reference.com/teams/CLE/2022.html,jarrett-allen,1526,27.2,0.84,32.3,23.0
Jarrett Culver,22,MEM,SG,37,0,338,51,135,.378,12,47,.255,39,88,.443,.422,16,34,.471,13,35,48,33,20,5,20,42,130,0,,https://www.basketball-reference.com/players/c/culveja01.html,https://www.basketball-reference.com/teams/MEM/2022.html,jarrett-culver,174,4.7,0.51,9.1,2.4
Jarron Cumberland,24,POR,SG,3,0,12,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,1,2,3,1,0,0,0,2,2,0,,https://www.basketball-reference.com/players/c/cumbeja01.html,https://www.basketball-reference.com/teams/POR/2022.html,jarron-cumberland,4,1.3,0.33,4.0,0.4
JaVale McGee,34,PHO,C,74,17,1172,288,458,.629,2,9,.222,286,449,.637,.631,102,146,.699,163,333,496,42,22,81,98,181,680,0,,https://www.basketball-reference.com/players/m/mcgeeja01.html,https://www.basketball-reference.com/teams/PHO/2022.html,javale-mcgee,1042,14.1,0.89,15.8,12.5
Javin DeLaurier,23,MIL,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,0,,https://www.basketball-reference.com/players/d/delauja01.html,https://www.basketball-reference.com/teams/MIL/2022.html,javin-delaurier,1,1.0,0.33,3.0,0.3
Javonte Green,28,CHI,SF,65,45,1519,176,325,.542,36,101,.356,140,224,.625,.597,80,96,.833,91,185,276,60,67,32,30,132,468,0,,https://www.basketball-reference.com/players/g/greenja02.html,https://www.basketball-reference.com/teams/CHI/2022.html,javonte-green,741,11.4,0.49,23.4,5.6
Javonte Smart,22,2TM,PG,17,1,200,19,60,.317,8,27,.296,11,33,.333,.383,5,6,.833,5,19,24,16,6,3,11,12,51,0,,https://www.basketball-reference.com/players/s/smartja01.html,0,javonte-smart,77,4.5,0.38,11.8,1.7
Jaxson Hayes,21,NOP,C,70,28,1398,245,398,.616,20,57,.351,225,341,.660,.641,144,188,.766,115,200,315,43,33,55,54,155,654,0,,https://www.basketball-reference.com/players/h/hayesja02.html,https://www.basketball-reference.com/teams/NOP/2022.html,jaxson-hayes,891,12.7,0.64,20.0,8.1
Jay Huff,23,LAL,C,4,0,20,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,1,3,4,1,1,1,1,1,0,0,,https://www.basketball-reference.com/players/h/huffja01.html,https://www.basketball-reference.com/teams/LAL/2022.html,jay-huff,5,1.2,0.25,5.0,0.3
Jay Scrubb,21,LAC,SG,18,0,121,18,46,.391,6,21,.286,12,25,.480,.457,7,10,.700,2,14,16,8,4,3,7,9,49,0,,https://www.basketball-reference.com/players/s/scrubja01.html,https://www.basketball-reference.com/teams/LAC/2022.html,jay-scrubb,64,3.6,0.53,6.7,1.9
Jaylen Brown,25,BOS,SF,66,66,2220,576,1217,.473,166,464,.358,410,753,.544,.541,241,318,.758,53,351,404,231,70,18,178,163,1559,2,,https://www.basketball-reference.com/players/b/brownja02.html,https://www.basketball-reference.com/teams/BOS/2022.html,jaylen-brown,1941,29.4,0.87,33.6,25.7
Jaylen Hoard,22,OKC,SF,7,5,240,44,90,.489,9,25,.360,35,65,.538,.539,6,14,.429,30,54,84,17,6,5,8,14,103,0,,https://www.basketball-reference.com/players/h/hoardja01.html,https://www.basketball-reference.com/teams/OKC/2022.html,jaylen-hoard,193,27.6,0.8,34.3,22.2
Jaylen Morris,26,SAS,SG,3,0,16,0,6,.000,0,2,.000,0,4,.000,.000,2,4,.500,0,2,2,2,0,0,1,2,2,0,,https://www.basketball-reference.com/players/m/morrija01.html,https://www.basketball-reference.com/teams/SAS/2022.html,jaylen-morris,3,1.0,0.19,5.3,0.2
Jaylen Nowell,22,MIN,SG,62,1,975,196,413,.475,63,160,.394,133,253,.526,.551,72,92,.783,22,101,123,130,27,10,36,73,527,0,,https://www.basketball-reference.com/players/n/nowelja01.html,https://www.basketball-reference.com/teams/MIN/2022.html,jaylen-nowell,708,11.4,0.73,15.7,8.3
