Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Jrue Holiday,30,MIL,PG,59,56,1907,414,823,.503,111,283,.392,303,540,.561,.570,107,136,.787,73,195,268,357,96,37,127,98,1046,0,DPOY-8,https://www.basketball-reference.com/players/h/holidjr01.html,https://www.basketball-reference.com/teams/MIL/2021.html,jrue-holiday,1579,26.8,0.83,32.3,22.2
Juan Toscano-Anderson,27,GSW,SG,53,16,1107,121,209,.579,37,92,.402,84,117,.718,.667,22,31,.710,29,205,234,150,41,26,61,111,301,0,,https://www.basketball-reference.com/players/t/toscaju01.html,https://www.basketball-reference.com/teams/GSW/2021.html,juan-toscano-anderson,580,10.9,0.52,20.9,5.7
Juancho Hernangómez,25,MIN,PF,52,6,900,130,299,.435,55,168,.327,75,131,.573,.527,60,97,.619,45,160,205,35,19,7,27,52,375,0,,https://www.basketball-reference.com/players/h/hernaju01.html,https://www.basketball-reference.com/teams/MIN/2021.html,juancho-hernangomez,562,10.8,0.62,17.3,6.7
Julius Randle,26,NYK,PF,71,71,2667,602,1321,.456,160,389,.411,442,932,.474,.516,348,429,.811,84,639,723,427,64,18,241,225,1712,6,"MVP-8,MIP-1,AS,NBA2",https://www.basketball-reference.com/players/r/randlju01.html,https://www.basketball-reference.com/teams/NYK/2021.html,julius-randle,2478,34.9,0.93,37.6,32.4
Justin Holiday,31,IND,SG,72,52,2183,258,625,.413,173,453,.382,85,172,.494,.551,67,85,.788,32,224,256,119,74,41,54,135,756,0,,https://www.basketball-reference.com/players/h/holidju01.html,https://www.basketball-reference.com/teams/IND/2021.html,justin-holiday,1057,14.7,0.48,30.3,7.1
Justin Jackson,25,2TM,SF,34,3,577,89,221,.403,36,117,.308,53,104,.510,.484,31,37,.838,16,61,77,52,15,2,32,32,245,0,,https://www.basketball-reference.com/players/j/jacksju01.html,0,justin-jackson,327,9.6,0.57,17.0,5.5
Justin James,24,SAC,SF,36,0,310,52,111,.468,14,38,.368,38,73,.521,.532,21,36,.583,9,21,30,22,8,3,15,23,139,0,,https://www.basketball-reference.com/players/j/jamesju01.html,https://www.basketball-reference.com/teams/SAC/2021.html,justin-james,164,4.6,0.53,8.6,2.4
Justin Patton,23,HOU,C,13,6,247,29,70,.414,9,34,.265,20,36,.556,.479,3,4,.750,14,35,49,14,12,14,4,34,70,0,,https://www.basketball-reference.com/players/p/pattoju01.html,https://www.basketball-reference.com/teams/HOU/2021.html,justin-patton,121,9.3,0.49,19.0,4.6
Justin Robinson,23,OKC,PG,9,0,88,7,21,.333,4,14,.286,3,7,.429,.429,3,5,.600,1,6,7,9,3,0,2,10,21,0,,https://www.basketball-reference.com/players/r/robinju01.html,https://www.basketball-reference.com/teams/OKC/2021.html,justin-robinson,28,3.1,0.32,9.8,1.0
Justise Winslow,24,MEM,SF,26,1,507,74,210,.352,10,54,.185,64,156,.410,.376,20,35,.571,18,100,118,50,15,12,37,47,178,0,,https://www.basketball-reference.com/players/w/winslju01.html,https://www.basketball-reference.com/teams/MEM/2021.html,justise-winslow,289,11.1,0.57,19.5,6.3
Jusuf Nurkić,26,POR,C,37,37,880,171,333,.514,12,30,.400,159,303,.525,.532,70,113,.619,86,246,332,125,38,39,73,103,424,0,,https://www.basketball-reference.com/players/n/nurkiju01.html,https://www.basketball-reference.com/teams/POR/2021.html,jusuf-nurkic,782,21.1,0.89,23.8,18.8
Juwan Morgan,23,UTA,PF,29,0,147,14,30,.467,4,13,.308,10,17,.588,.533,3,7,.429,9,19,28,9,4,1,4,21,35,0,,https://www.basketball-reference.com/players/m/morgaju01.html,https://www.basketball-reference.com/teams/UTA/2021.html,juwan-morgan,52,1.8,0.35,5.1,0.6
Karim Mané,20,ORL,PG,10,0,88,3,13,.231,1,2,.500,2,11,.182,.269,4,5,.800,1,13,14,4,0,2,3,10,11,0,,https://www.basketball-reference.com/players/m/maneka01.html,https://www.basketball-reference.com/teams/ORL/2021.html,karim-mane,18,1.8,0.2,8.8,0.4
Karl-Anthony Towns,25,MIN,C,50,50,1689,425,875,.486,122,315,.387,303,560,.541,.555,267,311,.859,133,396,529,225,39,57,160,186,1239,0,,https://www.basketball-reference.com/players/t/townska01.html,https://www.basketball-reference.com/teams/MIN/2021.html,karl-anthony-towns,1743,34.9,1.03,33.8,36.0
Kawhi Leonard,29,LAC,SF,52,52,1773,465,908,.512,101,254,.398,364,654,.557,.568,261,295,.885,55,282,337,269,81,21,105,82,1292,0,"MVP-13,AS,NBA1",https://www.basketball-reference.com/players/l/leonaka01.html,https://www.basketball-reference.com/teams/LAC/2021.html,kawhi-leonard,1813,34.9,1.02,34.1,35.7
Keita Bates-Diop,25,SAS,SF,30,0,245,30,67,.448,5,17,.294,25,50,.500,.485,14,21,.667,9,40,49,12,11,5,7,11,79,0,,https://www.basketball-reference.com/players/b/bateske01.html,https://www.basketball-reference.com/teams/SAS/2021.html,keita-bates-diop,138,4.6,0.56,8.2,2.6
Kelan Martin,25,IND,SF,35,0,322,62,138,.449,24,60,.400,38,78,.487,.536,9,10,.900,18,60,78,17,10,10,16,35,157,0,,https://www.basketball-reference.com/players/m/martike03.html,https://www.basketball-reference.com/teams/IND/2021.html,kelan-martin,221,6.3,0.69,9.2,4.3
Keldon Johnson,21,SAS,SF,69,67,1968,338,705,.479,60,181,.331,278,524,.531,.522,145,196,.740,93,319,412,121,40,24,78,142,881,0,,https://www.basketball-reference.com/players/j/johnske04.html,https://www.basketball-reference.com/teams/SAS/2021.html,keldon-johnson,1258,18.2,0.64,28.5,11.7
Keljin Blevins,25,POR,SF,17,0,75,5,20,.250,2,8,.250,3,12,.250,.300,0,0,,3,7,10,4,2,0,5,8,12,0,,https://www.basketball-reference.com/players/b/blevike01.html,https://www.basketball-reference.com/teams/POR/2021.html,keljin-blevins,15,0.9,0.2,4.4,0.2
Kelly Olynyk,29,2TM,PF,70,62,1997,337,697,.484,126,368,.342,211,329,.641,.574,145,175,.829,87,402,489,203,79,42,126,207,945,0,,https://www.basketball-reference.com/players/o/olynyke01.html,0,kelly-olynyk,1425,20.4,0.71,28.5,14.5
Kelly Oubre Jr.,25,GSW,SF,55,50,1687,318,724,.439,90,285,.316,228,439,.519,.501,123,177,.695,82,247,329,73,57,42,70,121,849,0,,https://www.basketball-reference.com/players/o/oubreke01.html,https://www.basketball-reference.com/teams/GSW/2021.html,kelly-oubre,1159,21.1,0.69,30.7,14.5
Kemba Walker,30,BOS,PG,43,43,1369,284,676,.420,127,353,.360,157,323,.486,.514,134,149,.899,16,154,170,212,48,12,88,61,829,0,,https://www.basketball-reference.com/players/w/walkeke02.html,https://www.basketball-reference.com/teams/BOS/2021.html,kemba-walker,1122,26.1,0.82,31.8,21.4
Kendrick Nunn,25,MIA,PG,56,44,1650,319,658,.485,122,320,.381,197,338,.583,.578,56,60,.933,21,158,179,148,52,14,80,108,816,0,,https://www.basketball-reference.com/players/n/nunnke01.html,https://www.basketball-reference.com/teams/MIA/2021.html,kendrick-nunn,1021,18.2,0.62,29.5,11.3
Kenrich Williams,26,OKC,PF,66,13,1426,219,411,.533,52,117,.444,167,294,.568,.596,36,63,.571,84,189,273,152,55,17,76,143,526,0,,https://www.basketball-reference.com/players/w/willike04.html,https://www.basketball-reference.com/teams/OKC/2021.html,kenrich-williams,804,12.2,0.56,21.6,6.9
Kent Bazemore,31,GSW,SF,67,18,1333,176,392,.449,75,184,.408,101,208,.486,.545,54,78,.692,26,203,229,108,69,33,82,158,481,0,,https://www.basketball-reference.com/players/b/bazemke01.html,https://www.basketball-reference.com/teams/GSW/2021.html,kent-bazemore,680,10.1,0.51,19.9,5.2
Kentavious Caldwell-Pope,27,LAL,SG,67,67,1902,218,506,.431,120,293,.410,98,213,.460,.549,97,112,.866,27,152,179,127,62,26,66,114,653,0,DPOY-11,https://www.basketball-reference.com/players/c/caldwke01.html,https://www.basketball-reference.com/teams/LAL/2021.html,kentavious-caldwell-pope,867,12.9,0.46,28.4,5.9
Kevin Durant,32,BRK,PF,35,32,1157,324,603,.537,85,189,.450,239,414,.577,.608,210,238,.882,13,234,247,195,25,45,120,70,943,0,AS,https://www.basketball-reference.com/players/d/duranke01.html,https://www.basketball-reference.com/teams/BRK/2021.html,kevin-durant,1265,36.1,1.09,33.1,39.5
Kevin Huerter,22,ATL,SG,69,49,2126,316,731,.432,140,386,.363,176,345,.510,.528,50,64,.781,38,193,231,241,82,18,79,165,822,0,,https://www.basketball-reference.com/players/h/huertke01.html,https://www.basketball-reference.com/teams/ATL/2021.html,kevin-huerter,1150,16.7,0.54,30.8,9.0
Kevin Knox,21,NYK,SF,42,0,464,56,143,.392,35,89,.393,21,54,.389,.514,16,20,.800,10,51,61,19,12,6,17,37,163,0,,https://www.basketball-reference.com/players/k/knoxke01.html,https://www.basketball-reference.com/teams/NYK/2021.html,kevin-knox,207,4.9,0.45,11.0,2.2
Kevin Love,32,CLE,PF,25,25,622,103,252,.409,57,156,.365,46,96,.479,.522,42,51,.824,17,169,186,63,16,2,38,26,305,0,,https://www.basketball-reference.com/players/l/loveke01.html,https://www.basketball-reference.com/teams/CLE/2021.html,kevin-love,508,20.3,0.82,24.9,16.6
Kevin Porter Jr.,20,HOU,SG,26,23,835,156,367,.425,50,161,.311,106,206,.515,.493,69,94,.734,20,79,99,164,19,8,91,61,431,0,,https://www.basketball-reference.com/players/p/porteke02.html,https://www.basketball-reference.com/teams/HOU/2021.html,kevin-porter,569,21.9,0.68,32.1,14.9
Kevon Looney,24,GSW,C,61,34,1161,108,197,.548,4,17,.235,104,180,.578,.558,31,48,.646,117,205,322,119,21,22,37,136,251,0,,https://www.basketball-reference.com/players/l/looneke01.html,https://www.basketball-reference.com/teams/GSW/2021.html,kevon-looney,562,9.2,0.48,19.0,4.5
Khem Birch,28,2TM,C,67,22,1529,189,380,.497,13,52,.250,176,328,.537,.514,91,129,.705,174,213,387,89,48,50,44,113,482,0,,https://www.basketball-reference.com/players/b/birchkh01.html,0,khem-birch,899,13.4,0.59,22.8,7.9
Khris Middleton,29,MIL,SF,68,68,2269,511,1074,.476,151,365,.414,360,709,.508,.546,212,236,.898,54,352,406,370,74,9,178,160,1385,0,,https://www.basketball-reference.com/players/m/middlkh01.html,https://www.basketball-reference.com/teams/MIL/2021.html,khris-middleton,1906,28.0,0.84,33.4,23.5
Khyri Thomas,24,HOU,SG,5,2,153,32,66,.485,9,27,.333,23,39,.590,.553,9,9,1.000,7,11,18,25,9,6,6,8,82,0,,https://www.basketball-reference.com/players/t/thomakh01.html,https://www.basketball-reference.com/teams/HOU/2021.html,khyri-thomas,126,25.2,0.82,30.6,20.8
Killian Hayes,19,DET,PG,26,18,670,71,201,.353,20,72,.278,51,129,.395,.403,14,17,.824,6,63,69,138,27,10,83,57,176,0,,https://www.basketball-reference.com/players/h/hayeski01.html,https://www.basketball-reference.com/teams/DET/2021.html,killian-hayes,280,10.8,0.42,25.8,4.5
Killian Tillie,22,MEM,C,18,1,182,19,57,.333,10,33,.303,9,24,.375,.421,9,11,.818,6,18,24,8,5,8,2,20,57,0,,https://www.basketball-reference.com/players/t/tilliki02.html,https://www.basketball-reference.com/teams/MEM/2021.html,killian-tillie,80,4.4,0.44,10.1,2.0
Kira Lewis Jr.,19,NOP,PG,54,0,904,130,337,.386,40,120,.333,90,217,.415,.445,43,51,.843,12,59,71,124,38,10,34,88,343,0,,https://www.basketball-reference.com/players/l/lewiski01.html,https://www.basketball-reference.com/teams/NOP/2021.html,kira-lewis,464,8.6,0.51,16.7,4.4
KJ Martin,20,HOU,SF,45,8,1068,162,318,.509,35,96,.365,127,222,.572,.564,60,84,.714,73,169,242,48,30,41,38,89,419,0,,https://www.basketball-reference.com/players/m/martike04.html,https://www.basketball-reference.com/teams/HOU/2021.html,kj-martin,653,14.5,0.61,23.7,8.9
Kostas Antetokounmpo,23,LAL,PF,15,0,56,3,10,.300,0,0,,3,10,.300,.300,6,13,.462,4,15,19,1,2,4,11,8,12,0,,https://www.basketball-reference.com/players/a/antetko01.html,https://www.basketball-reference.com/teams/LAL/2021.html,kostas-antetokounmpo,19,1.3,0.34,3.7,0.4
Kris Dunn,26,ATL,PG,4,0,45,1,12,.083,0,2,.000,1,10,.100,.083,3,4,.750,0,6,6,2,2,2,3,10,5,0,,https://www.basketball-reference.com/players/d/dunnkr01.html,https://www.basketball-reference.com/teams/ATL/2021.html,kris-dunn,4,1.0,0.09,11.2,0.1
Kristaps Porziņģis,25,DAL,C,43,43,1327,325,683,.476,97,258,.376,228,425,.536,.547,118,138,.855,82,299,381,68,20,58,51,115,865,0,,https://www.basketball-reference.com/players/p/porzikr01.html,https://www.basketball-reference.com/teams/DAL/2021.html,kristaps-porzingis,1226,28.5,0.92,30.9,26.3
Kyle Anderson,27,MEM,PF,69,69,1887,308,658,.468,94,261,.360,214,397,.539,.540,144,184,.783,52,344,396,250,84,57,86,120,854,0,,https://www.basketball-reference.com/players/a/anderky01.html,https://www.basketball-reference.com/teams/MEM/2021.html,kyle-anderson,1435,20.8,0.76,27.3,15.8
Kyle Guy,23,SAC,PG,31,0,235,29,88,.330,13,46,.283,16,42,.381,.403,16,20,.800,5,30,35,32,6,0,11,20,87,0,,https://www.basketball-reference.com/players/g/guyky01.html,https://www.basketball-reference.com/teams/SAC/2021.html,kyle-guy,129,4.2,0.55,7.6,2.3
Kyle Kuzma,25,LAL,SF,68,32,1954,335,757,.443,137,380,.361,198,377,.525,.533,67,97,.691,108,309,417,127,35,41,113,121,874,0,,https://www.basketball-reference.com/players/k/kuzmaky01.html,https://www.basketball-reference.com/teams/LAL/2021.html,kyle-kuzma,1260,18.5,0.64,28.7,11.9
Kyle Lowry,34,TOR,PG,46,46,1601,260,596,.436,131,331,.396,129,265,.487,.546,140,160,.875,35,212,247,338,45,14,126,143,791,2,,https://www.basketball-reference.com/players/l/lowryky01.html,https://www.basketball-reference.com/teams/TOR/2021.html,kyle-lowry,1166,25.3,0.73,34.8,18.5
Kyrie Irving,28,BRK,PG,54,54,1886,549,1086,.506,152,378,.402,397,708,.561,.576,201,218,.922,52,205,257,324,76,37,130,140,1451,0,"AS,NBA3",https://www.basketball-reference.com/players/i/irvinky01.html,https://www.basketball-reference.com/teams/BRK/2021.html,kyrie-irving,1875,34.7,0.99,34.9,34.5
KZ Okpala,21,MIA,PF,37,9,447,36,96,.375,12,50,.240,24,46,.522,.438,8,15,.533,21,47,68,19,10,11,15,59,92,0,,https://www.basketball-reference.com/players/o/okpalkz01.html,https://www.basketball-reference.com/teams/MIA/2021.html,kz-okpala,126,3.4,0.28,12.1,1.0
Lamar Stevens,23,CLE,PF,40,0,499,62,136,.456,4,25,.160,58,111,.523,.471,37,51,.725,24,72,96,25,17,13,23,53,165,0,,https://www.basketball-reference.com/players/s/stevela01.html,https://www.basketball-reference.com/teams/CLE/2021.html,lamar-stevens,240,6.0,0.48,12.5,2.9
LaMarcus Aldridge,35,2TM,C,26,23,674,140,296,.473,31,80,.388,109,216,.505,.525,41,47,.872,19,99,118,49,11,29,27,47,352,0,,https://www.basketball-reference.com/players/a/aldrila01.html,0,lamarcus-aldridge,485,18.7,0.72,25.9,13.4
LaMelo Ball,19,CHO,PG,51,31,1469,293,672,.436,92,261,.352,201,411,.489,.504,125,165,.758,63,239,302,313,81,18,145,136,803,1,ROY-1,https://www.basketball-reference.com/players/b/ballla01.html,https://www.basketball-reference.com/teams/CHO/2021.html,lamelo-ball,1236,24.2,0.84,28.8,20.4
Landry Shamet,23,BRK,SG,61,12,1403,186,456,.408,129,333,.387,57,123,.463,.549,66,78,.846,11,101,112,99,31,10,48,93,567,0,,https://www.basketball-reference.com/players/s/shamela01.html,https://www.basketball-reference.com/teams/BRK/2021.html,landry-shamet,678,11.1,0.48,23.0,5.4
Langston Galloway,29,PHO,SG,40,0,438,66,147,.449,36,85,.424,30,62,.484,.571,22,23,.957,7,35,42,26,8,0,13,25,190,0,,https://www.basketball-reference.com/players/g/gallola01.html,https://www.basketball-reference.com/teams/PHO/2021.html,langston-galloway,228,5.7,0.52,11.0,3.0
Larry Nance Jr.,28,CLE,PF,35,27,1091,128,272,.471,41,114,.360,87,158,.551,.546,30,49,.612,54,181,235,107,61,17,55,72,327,0,,https://www.basketball-reference.com/players/n/nancela02.html,https://www.basketball-reference.com/teams/CLE/2021.html,larry-nance,620,17.7,0.57,31.2,10.1
Lauri Markkanen,23,CHI,PF,51,26,1317,250,521,.480,119,296,.402,131,225,.582,.594,76,92,.826,35,233,268,45,26,15,52,75,695,0,,https://www.basketball-reference.com/players/m/markkla01.html,https://www.basketball-reference.com/teams/CHI/2021.html,lauri-markkanen,922,18.1,0.7,25.8,12.7
LeBron James,36,LAL,PG,45,45,1504,422,823,.513,104,285,.365,318,538,.591,.576,178,255,.698,29,317,346,350,48,25,168,70,1126,5,"MVP-13,AS,NBA2",https://www.basketball-reference.com/players/j/jamesle01.html,https://www.basketball-reference.com/teams/LAL/2021.html,lebron-james,1657,36.8,1.1,33.4,40.6
Lonnie Walker IV,22,SAS,SG,60,38,1522,256,609,.420,100,282,.355,156,327,.477,.502,57,70,.814,14,141,155,101,29,15,65,101,669,0,,https://www.basketball-reference.com/players/w/walkelo01.html,https://www.basketball-reference.com/teams/SAS/2021.html,lonnie-walker,803,13.4,0.53,25.4,7.1
Lonzo Ball,23,NOP,PG,55,55,1747,290,700,.414,172,455,.378,118,245,.482,.537,50,64,.781,33,230,263,316,82,31,123,103,802,1,,https://www.basketball-reference.com/players/b/balllo01.html,https://www.basketball-reference.com/teams/NOP/2021.html,lonzo-ball,1268,23.1,0.73,31.8,16.7
Lou Williams,34,2TM,PG,66,4,1423,265,646,.410,69,173,.399,196,473,.414,.464,150,173,.867,21,117,138,225,47,6,108,62,749,0,,https://www.basketball-reference.com/players/w/willilo02.html,0,lou-williams,995,15.1,0.7,21.6,10.5
Louis King,21,SAC,SF,6,1,85,17,34,.500,4,11,.364,13,23,.565,.559,6,6,1.000,5,13,18,9,7,3,4,9,44,0,,https://www.basketball-reference.com/players/k/kinglo02.html,https://www.basketball-reference.com/teams/SAC/2021.html,louis-king,68,11.3,0.8,14.2,9.1
Luguentz Dort,21,OKC,SG,52,52,1543,247,639,.387,113,329,.343,134,310,.432,.475,122,164,.744,38,151,189,88,45,19,79,134,729,0,,https://www.basketball-reference.com/players/d/dortlu01.html,https://www.basketball-reference.com/teams/OKC/2021.html,luguentz-dort,857,16.5,0.56,29.7,9.2
Luka Dončić,21,DAL,PG,66,66,2262,647,1351,.479,192,548,.350,455,803,.567,.550,344,471,.730,54,473,527,567,64,36,281,152,1830,11,"MVP-6,AS,NBA1",https://www.basketball-reference.com/players/d/doncilu01.html,https://www.basketball-reference.com/teams/DAL/2021.html,luka-doncic,2591,39.3,1.15,34.3,45.0
Luka Šamanić,21,SAS,PF,33,4,308,47,105,.448,12,43,.279,35,62,.565,.505,16,29,.552,16,52,68,15,8,8,20,43,122,0,,https://www.basketball-reference.com/players/s/samanlu01.html,https://www.basketball-reference.com/teams/SAS/2021.html,luka-samanic,158,4.8,0.51,9.3,2.5
Luke Kennard,24,LAC,SG,63,17,1232,197,414,.476,100,224,.446,97,190,.511,.597,26,31,.839,15,146,161,104,23,9,48,91,520,0,,https://www.basketball-reference.com/players/k/kennalu01.html,https://www.basketball-reference.com/teams/LAC/2021.html,luke-kennard,678,10.8,0.55,19.6,5.9
Luke Kornet,25,2TM,C,31,2,348,44,101,.436,15,59,.254,29,42,.690,.510,3,6,.500,14,53,67,24,4,32,7,20,106,0,,https://www.basketball-reference.com/players/k/kornelu01.html,0,luke-kornet,206,6.6,0.59,11.2,3.9
Malachi Flynn,22,TOR,PG,47,14,928,127,340,.374,54,168,.321,73,172,.424,.453,45,56,.804,10,106,116,137,38,7,43,68,353,0,,https://www.basketball-reference.com/players/f/flynnma01.html,https://www.basketball-reference.com/teams/TOR/2021.html,malachi-flynn,540,11.5,0.58,19.7,6.7
Malcolm Brogdon,28,IND,PG,56,56,1930,444,980,.453,145,374,.388,299,606,.493,.527,153,177,.864,58,236,294,329,49,15,115,110,1186,0,,https://www.basketball-reference.com/players/b/brogdma01.html,https://www.basketball-reference.com/teams/IND/2021.html,malcolm-brogdon,1648,29.4,0.85,34.5,25.1
Malik Beasley,24,MIN,SG,37,36,1214,264,600,.440,128,321,.399,136,279,.487,.547,68,80,.850,28,134,162,88,30,7,60,62,724,0,,https://www.basketball-reference.com/players/b/beaslma01.html,https://www.basketball-reference.com/teams/MIN/2021.html,malik-beasley,889,24.0,0.73,32.8,17.6
Malik Fitts,23,LAC,PF,3,0,11,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,0,3,3,0,0,0,0,3,3,0,,https://www.basketball-reference.com/players/f/fittsma01.html,https://www.basketball-reference.com/teams/LAC/2021.html,malik-fitts,3,1.0,0.27,3.7,0.3
Malik Monk,22,CHO,SG,42,0,878,173,399,.434,85,212,.401,88,187,.471,.540,59,72,.819,14,87,101,87,19,4,55,47,490,0,,https://www.basketball-reference.com/players/m/monkma01.html,https://www.basketball-reference.com/teams/CHO/2021.html,malik-monk,599,14.3,0.68,20.9,9.7
Mamadi Diakite,24,MIL,PF,14,1,141,16,40,.400,1,8,.125,15,32,.469,.413,11,14,.786,8,26,34,8,7,6,3,16,44,0,,https://www.basketball-reference.com/players/d/diakima01.html,https://www.basketball-reference.com/teams/MIL/2021.html,mamadi-diakite,80,5.7,0.57,10.1,3.2
Marc Gasol,36,LAL,C,52,42,993,88,194,.454,50,122,.410,38,72,.528,.582,36,50,.720,38,177,215,109,26,58,53,115,262,0,,https://www.basketball-reference.com/players/g/gasolma01.html,https://www.basketball-reference.com/teams/LAL/2021.html,marc-gasol,502,9.7,0.51,19.1,4.9
Marcus Morris,31,LAC,PF,57,29,1502,276,584,.473,140,296,.473,136,288,.472,.592,73,89,.820,35,199,234,58,34,15,57,117,765,0,,https://www.basketball-reference.com/players/m/morrima03.html,https://www.basketball-reference.com/teams/LAC/2021.html,marcus-morris,932,16.4,0.62,26.4,10.1
Marcus Smart,26,BOS,PG,48,45,1581,203,510,.398,93,282,.330,110,228,.482,.489,128,162,.790,36,131,167,273,72,23,96,126,627,0,,https://www.basketball-reference.com/players/s/smartma01.html,https://www.basketball-reference.com/teams/BOS/2021.html,marcus-smart,940,19.6,0.59,32.9,11.6
Markelle Fultz,22,ORL,PG,8,8,215,41,104,.394,4,16,.250,37,88,.420,.413,17,19,.895,5,20,25,43,8,2,18,18,103,0,,https://www.basketball-reference.com/players/f/fultzma01.html,https://www.basketball-reference.com/teams/ORL/2021.html,markelle-fultz,145,18.1,0.67,26.9,12.2
Markieff Morris,31,LAL,PF,61,27,1200,153,378,.405,65,209,.311,88,169,.521,.491,36,50,.720,48,218,266,73,22,19,54,105,407,0,,https://www.basketball-reference.com/players/m/morrima02.html,https://www.basketball-reference.com/teams/LAL/2021.html,markieff-morris,628,10.3,0.52,19.7,5.4
Markus Howard,21,DEN,SG,37,1,205,40,106,.377,18,65,.277,22,41,.537,.462,7,9,.778,1,20,21,18,4,1,18,23,105,0,,https://www.basketball-reference.com/players/h/howarma02.html,https://www.basketball-reference.com/teams/DEN/2021.html,markus-howard,108,2.9,0.53,5.5,1.5
Marques Bolden,22,CLE,C,6,0,29,1,3,.333,0,0,,1,3,.333,.333,5,8,.625,3,3,6,0,2,2,2,0,7,0,,https://www.basketball-reference.com/players/b/boldema01.html,https://www.basketball-reference.com/teams/CLE/2021.html,marques-bolden,15,2.5,0.52,4.8,1.3
Marquese Chriss,23,GSW,PF,2,0,27,5,14,.357,1,5,.200,4,9,.444,.393,2,4,.500,3,10,13,2,0,2,2,3,13,0,,https://www.basketball-reference.com/players/c/chrisma01.html,https://www.basketball-reference.com/teams/GSW/2021.html,marquese-chriss,25,12.5,0.93,13.5,11.6
Marvin Bagley III,21,SAC,PF,43,42,1112,247,490,.504,37,108,.343,210,382,.550,.542,77,134,.575,106,212,318,43,21,21,59,100,608,0,,https://www.basketball-reference.com/players/b/baglema01.html,https://www.basketball-reference.com/teams/SAC/2021.html,marvin-bagley,852,19.8,0.77,25.9,15.2
Mason Jones,22,2TM,SG,32,1,334,52,123,.423,24,66,.364,28,57,.491,.520,40,64,.625,7,48,55,42,7,1,29,24,168,0,,https://www.basketball-reference.com/players/j/jonesma05.html,0,mason-jones,220,6.9,0.66,10.4,4.5
Mason Plumlee,30,DET,C,56,56,1499,234,381,.614,0,7,.000,234,374,.626,.614,113,169,.669,145,374,519,202,43,50,105,186,581,2,,https://www.basketball-reference.com/players/p/plumlma01.html,https://www.basketball-reference.com/teams/DET/2021.html,mason-plumlee,1104,19.7,0.74,26.8,14.5
Matisse Thybulle,23,PHI,SG,65,8,1298,102,243,.420,43,143,.301,59,100,.590,.508,8,18,.444,30,94,124,63,105,71,32,127,255,0,DPOY-11,https://www.basketball-reference.com/players/t/thybuma01.html,https://www.basketball-reference.com/teams/PHI/2021.html,matisse-thybulle,459,7.1,0.35,20.0,2.5
Matt Thomas,26,2TM,SG,45,0,326,50,127,.394,27,80,.338,23,47,.489,.500,12,14,.857,7,37,44,19,4,0,14,18,139,0,,https://www.basketball-reference.com/players/t/thomama02.html,0,matt-thomas,174,3.9,0.53,7.2,2.1
Matthew Dellavedova,30,CLE,PG,13,1,224,14,56,.250,4,25,.160,10,31,.323,.286,4,4,1.000,6,18,24,58,4,1,6,21,36,0,,https://www.basketball-reference.com/players/d/dellama01.html,https://www.basketball-reference.com/teams/CLE/2021.html,matthew-dellavedova,96,7.4,0.43,17.2,3.2
Maurice Harkless,27,2TM,SF,37,23,772,69,165,.418,23,84,.274,46,81,.568,.488,33,43,.767,13,76,89,44,30,20,22,86,194,0,,https://www.basketball-reference.com/players/h/harklma01.html,0,maurice-harkless,269,7.3,0.35,20.9,2.5
Max Strus,24,MIA,SF,39,0,507,85,187,.455,50,148,.338,35,39,.897,.588,16,24,.667,5,36,41,24,11,2,8,43,236,0,,https://www.basketball-reference.com/players/s/strusma01.html,https://www.basketball-reference.com/teams/MIA/2021.html,max-strus,263,6.7,0.52,13.0,3.5
Maxi Kleber,29,DAL,PF,50,40,1341,116,275,.422,87,212,.410,29,63,.460,.580,34,37,.919,47,213,260,68,24,35,30,105,353,0,,https://www.basketball-reference.com/players/k/klebima01.html,https://www.basketball-reference.com/teams/DAL/2021.html,maxi-kleber,605,12.1,0.45,26.8,5.5
Meyers Leonard,28,MIA,C,3,2,29,3,7,.429,3,7,.429,0,0,,.643,1,2,.500,0,7,7,2,0,0,2,5,10,0,,https://www.basketball-reference.com/players/l/leoname01.html,https://www.basketball-reference.com/teams/MIA/2021.html,meyers-leonard,12,4.0,0.41,9.7,1.7
Mfiondu Kabengele,23,2TM,PF,39,0,280,33,89,.371,13,50,.260,20,39,.513,.444,16,20,.800,12,48,60,17,8,13,15,36,95,0,,https://www.basketball-reference.com/players/k/kabenmf01.html,0,mfiondu-kabengele,142,3.6,0.51,7.2,1.8
Michael Carter-Williams,29,ORL,SG,31,25,800,105,270,.389,15,61,.246,90,209,.431,.417,49,80,.613,39,100,139,129,25,17,69,81,274,0,,https://www.basketball-reference.com/players/c/cartemi01.html,https://www.basketball-reference.com/teams/ORL/2021.html,michael-carter-williams,434,14.0,0.54,25.8,7.6
Michael Porter Jr.,22,DEN,SF,61,54,1912,443,817,.542,170,382,.445,273,435,.628,.646,106,134,.791,91,354,445,70,40,54,77,126,1162,0,,https://www.basketball-reference.com/players/p/portemi01.html,https://www.basketball-reference.com/teams/DEN/2021.html,michael-porter,1568,25.7,0.82,31.3,21.1
